#node1	node2
O75586	Q9NX70
P28749	Q9Y605
P68104	Q9HCU9
P62140	Q93100
P01112	Q9NRA0
P04899	P49019
P51668	P98170
P05198	P60228
O43663	Q15653
P62993	Q92954
P02545	Q02156
P08670	Q9NS87
P26006	Q14192
P08107	P19525
O15320	P00519
407006	P46527
P49768	Q6UX71
P56537	Q6UWE0
Q8NEM7	Q9NRR5
Q14526	Q96EB6
Q13315	Q9UJX2
P17612	Q16695
O14893	Q9NRG4
P14866	P22626
Q7Z7J5	Q9H190
P12544	P13010
O43929	Q9Y5N6
O43251	Q9BZE0
P04637	P22736
P10721	Q99961
O14775	P35462
P07437	Q9NRI5
Q00005	Q06830
O15498	Q9UEU0
P30305	P63104
Q08999	Q15022
P17252	Q68DD2
P53667	Q13153
P63165	Q03518
Q14197	Q9Y606
P51679	Q9NRJ3
P28908	P41182
Q8TBK6	Q9Y6D9
O14492	P62993
Q15714	Q3ZCQ8
P42336	Q9NSB8
P63162	Q9P2D0
P11229	P62873
P19022	Q92729
P38159	Q01081
P21781	P35968
A8MT69	Q9NPD8
P49137	Q16539
P10275	Q15910
Q03135	Q96JH8
Q5VWK5	Q9HBE4
P01138	P08138
O60262	P08172
O15379	Q9BTM1
406911	P42771
P20701	Q14289
Q16651	Q6VMQ6
O95049	Q9P2M7
P61106	Q8TBB1
P12004	P30281
P10721	P32927
O94921	Q8ND76
P02538	Q9Y3C0
O60508	P51991
Q75QN2	Q99459
P22301	Q99665
O15116	Q9UBK9
P16871	P58546
O95704	Q9HBG4
P16104	Q14103
O75369	Q53GL0
Q9UBN7	Q9Y2S7
O60941	P04406
P62714	Q9NSI5
P16144	P56945
P27824	P38646
P12270	Q92621
P10912	Q9P0W0
O43242	Q9UNM6
P41235	Q12772
P01137	Q09028
P10914	Q96MF7
P01243	P08581
Q14566	Q9UBU7
A6NM45	P56748
O75964	P56385
P30279	Q08999
P10912	Q9Y2R2
P14859	P51610
P19875	P51686
P05549	P12830
P63279	Q99684
A5YKK6	P50616
Q9NP79	Q9UN37
Q9UNF1	Q9Y2Q3
P01570	P52333
P10301	P27986
406991	P43246
P54253	Q9P2G9
P42858	Q13177
P13804	Q9Y4K3
O95639	Q05048
Q96EV8	Q9Y4J8
Q05048	Q16630
P08887	P52333
Q9BRK4	Q9NWB1
O14653	Q9NYM9
P31350	Q99816
P22681	P25942
A0JLT2	P17480
Q12778	Q9UBE8
P60520	Q00005
P12931	P17301
P26927	Q7L9L4
Q04900	Q9ULV0
P20333	P49585
O60343	Q96L91
P20936	Q13480
A4D0S4	P16144
P30504	Q13526
O43395	Q15428
P62140	Q08289
P01112	Q07889
P01106	P40938
P50148	Q99677
Q15078	Q9BX63
Q15025	Q9Y3C5
P00488	P08567
Q14134	Q96CN9
P21246	Q9NQZ2
Q96DE5	Q9UJX6
Q9ULG1	Q9Y265
P58876	Q9Y5B9
Q8NE71	Q96BK5
O60641	P12980
O00459	Q9UK08
P47897	Q9Y5J5
P06241	P32927
P07949	Q99961
P01588	P19174
P13533	P60709
P13631	Q96JE9
Q14164	Q9NPJ3
P25024	P47992
P02768	P0C0L4
Q99627	Q9UNS2
Q14247	Q8IY92
P19174	P43403
P52434	Q9Y250
O43390	P11387
406887	P01112
Q15008	Q5VTR2
O43255	Q9HB71
P23508	P61289
Q6IBS0	Q8IUD2
P03886	P03915
P61981	Q9Y2W1
P48039	Q13151
O14733	O95999
O60832	Q16659
P19105	Q9Y6K9
O14645	Q9NUQ8
O75390	P61421
P40937	Q7L5N1
P38398	Q16254
P55795	Q14683
Q5SRE5	Q99567
P32121	Q8NGS1
P51610	Q03164
Q96RK0	Q99442
P48551	Q9BPZ7
A6NHL2	Q9Y6G9
O43929	Q13416
P08621	Q99717
Q04864	Q13451
Q14831	Q9P2W3
P23284	Q96BK5
O43837	Q9Y5J5
O14757	Q9HAW4
P62917	Q07020
P55211	Q07817
P05771	P63096
P32121	Q8NGN3
P52272	Q15287
O60343	Q9NY93
P51532	Q16695
Q99962	Q9ULH1
P51948	Q13330
P08648	Q13683
O43741	Q7RTN6
P24593	P46379
P20823	Q8IUC4
Q14192	Q15311
O60216	Q9UJ98
O00238	Q13153
P05067	P19086
P05015	P31785
P53539	P53778
P10276	P61956
O00463	O43353
O95467	P43116
P55769	P83876
Q04917	Q14CS0
Q13330	Q86YP4
P42336	Q13094
P07333	P15692
P11229	Q9P2W3
P42338	P50993
O14965	O95685
P46937	Q4VCS5
P51828	Q9NZT1
P47736	P62834
P05305	P25101
O43670	Q9BUJ2
Q96M11	Q9UKR5
26765	O60885
P35968	Q96CV9
P02787	Q92900
P31994	Q92835
P29597	Q8NEB9
P25440	Q9H2F5
O15264	Q05397
P18146	Q5T5Y3
P42336	Q9Y259
P25025	Q99731
P51828	Q16566
P46940	Q15653
Q6NUQ1	Q9NQW7
145781	Q9NVV9
P04843	Q6IA17
P51398	Q00653
O75909	Q8TAP6
P01031	P13671
Q14839	Q8WXI9
Q13748	Q9BSJ2
Q16288	Q9NRF2
P32969	P42766
P08047	Q01196
Q09472	Q9HCS4
Q13573	Q9UQ13
P28482	Q9BY84
Q8IZH2	Q9UHL4
O15169	Q9UQK1
P67870	Q9UKA1
P30504	P49411
Q86U86	Q9UPN9
P11473	Q13393
O14920	Q9NX02
O00763	P36956
P38919	Q9UKV8
P53675	P53680
Q8IY18	Q9NXX6
O60716	Q9Y572
P33176	Q99459
P49736	P55201
O43237	Q13748
P52701	Q13535
P23588	P42574
O95402	P52434
P01589	P09919
O60858	Q9UKM9
O96008	Q9P0U1
Q8TBK6	Q9NVV9
Q969Q6	Q9UPR3
Q9BTM1	Q9UQL6
P35268	Q9UNX3
P11142	Q13233
Q16531	Q9Y6J9
P04637	Q92466
P32121	P49682
P24385	Q9H7L9
P42702	Q13191
P09651	Q13243
B5ME96	P08637
P35626	Q6IFN5
O96014	P51654
P31749	P62987
P23258	Q13748
O95433	P16383
P55735	P78396
P13984	P27540
P05204	Q9UGN5
P62241	Q99558
Q7Z443	Q9P0L9
P30154	Q8WXS5
P42858	Q13127
P00167	P20823
P11940	Q00653
Q8NEF3	Q96LR2
Q07020	Q9UQ80
P24928	Q13573
O00187	P01024
Q14164	Q9BRV8
Q99816	Q9UJY5
P35590	Q06124
P05412	P31749
Q08379	Q9P289
P25490	P84022
P48643	Q99459
Q16566	Q9NZT1
P12111	P26010
P49790	Q8IY92
P19235	Q9UHD0
Q7Z7E8	Q9UNE7
O14558	Q9UD71
P02746	P02747
P07900	Q92597
P78527	Q92993
P49368	P67775
O43657	Q5T3J3
O95863	Q9NRM7
O95402	Q6P2C8
P50395	Q13177
P33993	Q9Y4K3
P42701	Q16619
O15379	Q9UIS9
P23508	Q99623
P00519	P34820
P37173	Q9UER7
Q99832	Q9Y3C7
Q00005	Q02641
Q92831	Q9NR33
Q9NY47	Q9Y2T4
P21673	Q96BY9
P41235	Q92482
P18146	Q9Y5W3
P62256	Q96DV4
P0CG48	Q8IVM0
Q99677	Q9P2W3
P08107	Q04864
O43306	Q9UK08
P61254	Q9NX58
O43252	P68104
P48788	Q9HAU4
P15153	Q92558
P05129	Q15361
P02545	Q99469
Q149N8	Q15819
P35372	P63092
O60684	Q9Y6F8
P61981	Q96PU5
P0CG47	Q9HC16
P84095	Q13177
P17931	Q08380
Q14203	Q16543
P00846	P56385
P34931	Q00653
P12956	P45973
P46782	Q9HCK5
P05423	Q9Y250
P13798	P23508
P06400	Q02363
P27986	Q15078
P62993	Q9BWF2
O94811	P04406
O60739	Q13347
P00505	P11171
P25208	P60709
O95897	Q9HCK4
Q8IY92	Q9Y2T4
P14866	Q07955
Q14204	Q99623
P12318	P43405
P46783	P62841
P04628	Q2MKA7
P62993	Q03001
P00519	P35568
Q04206	Q9Y243
Q9NW08	Q9Y535
P10451	P26010
O75192	O96011
Q15788	Q9HCU4
P15121	P23759
Q9H267	Q9NYL2
P52198	Q14CB8
O95208	Q15303
P06737	P46020
O14508	Q01113
P08134	Q969H4
P51817	Q14432
Q99459	Q9NRZ9
P62330	Q9UMR2
P18206	P35609
A8K6C2	Q969J5
P62891	Q02543
P26010	P78509
P08572	P18564
P25398	P62263
O14727	P54652
P61587	Q9P107
O15143	O15144
P35462	P62873
Q15583	Q8IU81
P32121	P35372
Q00722	Q9ULW2
Q07889	Q9P227
Q9GZM8	Q9UIE0
Q8IXI1	Q9UNA1
P15336	P63279
Q86YM7	Q9BYB0
O00327	P49840
P63092	Q9HBW0
P32927	P35225
P28482	P61952
P62805	Q8NBZ0
P63104	Q13263
P13631	P45984
P40189	P52333
P06702	P30153
P04234	Q8WYR1
P51685	P55774
P29350	P78314
P18074	P43351
P05129	Q68DD2
P18206	P63261
P14415	P27361
P61020	Q9H1K0
O60353	Q96HF1
Q13136	Q9Y2X7
Q96GM8	Q9NUQ8
P07948	P50570
Q92547	Q9BX63
P15391	Q9UKW4
P13639	Q13131
Q13797	Q9UKX5
P49903	Q13432
P01019	P62993
P06729	Q6Y7W6
P29275	P38405
Q96RR4	Q9Y478
P05067	P07900
P01106	P13804
P45983	Q02750
P62805	P68400
O75326	P62993
O14625	Q00653
Q969F2	Q96BH1
Q6PEY2	Q96RT7
P13693	P30480
P43686	Q9Y478
O00268	Q16514
O15533	Q03518
Q8WXH5	Q99665
P18146	Q9BX73
P35968	Q9H4P4
O77932	Q9NPD3
P98164	Q15465
P01133	P07333
O75928	Q99607
Q15147	Q9UP38
P31946	P78527
P18621	P62913
P35221	Q9UDY2
O14964	Q93033
P04035	P54646
O95741	Q9Y6K8
P30679	Q9NQ66
P11274	Q9ULV8
P49789	P61421
P05771	P49023
P56178	Q15475
Q8TBB1	Q9BQ66
Q96B02	Q96G75
P60953	Q9H4E7
P42331	P61587
O15551	O95049
Q96QG7	Q9NZD8
P01889	Q07444
P29466	Q96P20
O43524	P03372
O43513	Q9BZE3
P54257	Q6P1J9
O95167	O95169
P05186	P25963
Q13315	Q15831
P01563	P38484
P50406	Q92905
Q05513	Q13009
P61026	Q14103
O60684	Q96B97
O75051	P06241
P01137	Q8WXI9
Q9NQC3	Q9Y4K3
P23258	Q9BQE3
P54284	Q15172
P01772	P0CG04
Q13642	Q16643
P50914	P62829
Q8N7P3	Q9UDY2
Q96H20	Q9GZT8
O14929	Q71DI3
P43146	Q14232
P17252	Q9P212
Q9H4I2	Q9UKY1
P30679	P43115
P26641	Q96RU7
P61978	P84103
P01127	Q13442
Q9BQS6	Q9UKK9
P09012	Q99717
P40337	Q9UQN3
O15198	Q7LFL8
O95471	P56856
O95049	O95500
O95989	P04181
P01100	P20823
P63104	Q9UQC2
Q04759	Q9ULK5
O95872	Q8TCT9
Q15596	Q92831
Q9H8Y8	Q9UHY8
P68133	Q13315
P01137	P04004
P51685	Q99731
O75084	P56705
Q8IW41	Q9UDV7
Q15797	Q9UPZ9
P84022	Q86UC2
P10275	P84022
P55957	Q9UKY1
P25963	Q9Y3V2
P09874	Q9UGL1
P63000	Q01105
Q96F25	Q9NP73
O14640	Q13485
P05556	Q9HBI0
P26010	P46109
P51817	Q8IZS8
P22736	Q8TAE8
P23396	Q9UL18
P00519	Q9Y3Q4
P30260	Q9NYD6
P35626	Q8NGI0
P48058	Q05586
O15524	P35568
P19634	P49407
P30085	P56537
P31943	Q00839
O43182	Q07889
P51817	Q13733
P63146	Q8IWV7
P05107	P20702
O95865	Q9UBS4
Q6PIL6	Q9NS61
O76021	P62633
P04049	Q05655
P51571	Q9Y478
O60508	Q13243
P01889	Q6VMQ6
P42771	Q9UHV2
P07108	P54725
P41231	P50148
P46821	Q9H2C0
P08670	Q92956
Q14919	Q9NWU5
P07197	P41219
O14654	P27986
Q96B02	Q9BZR9
O60262	P28222
Q68J44	Q9Y4K3
P15260	P41159
O75578	P05556
Q15834	Q9BVJ6
O94913	Q16630
P35240	P49716
Q15427	Q9BRX9
O75376	Q96ST3
A6NI73	P43405
P02461	P26010
Q9Y228	Q9Y3A3
P62829	Q9UL18
P16989	Q01094
O15260	Q13530
P22415	P78527
O60508	Q14103
P41143	P63096
A4GXA9	P39748
Q15052	Q9HBI1
O60245	Q13535
P49368	Q9NT62
P12004	P30307
P62310	Q01831
406979	Q13873
P05109	Q00005
P25116	Q8WTQ7
P53350	Q8IY92
Q05513	Q9BVJ6
P53779	Q16690
P98170	Q9UHD2
P09661	Q12874
P09919	P26992
O15105	P01375
Q8N5U6	Q9BVJ6
P01243	Q9HB71
Q9BX69	Q9C000
O43684	Q9UJX5
O95400	Q15428
Q00653	Q969H0
P11387	Q13428
Q99459	Q9UL68
P98175	Q9Y2W2
P29992	Q13255
P20618	P49662
Q9BXJ9	Q9UKE5
O60674	P14784
P05141	Q9UL18
Q8NB91	Q9UBZ9
P16220	Q9UHG2
P60520	Q99928
Q9UD71	Q9Y2H0
P68402	Q07352
P14317	P63261
O75563	P08631
O60341	P35498
O00159	Q9HC98
P32004	Q96S59
P50613	Q00534
P49207	Q9Y3U8
O43524	P10275
O60684	Q9UI14
P29350	Q13651
P04626	Q9BRG2
P63215	Q15147
Q7Z460	Q86SQ0
P08253	Q99727
Q71U36	Q9BVA1
P15880	P62269
P29350	Q9UQC2
P08670	Q99963
Q01113	Q8IZI9
P46379	Q9H293
P56524	Q93077
P03372	P55345
P53350	Q155Q3
P01569	P14784
O95467	P08069
P61812	Q9UBG0
P05997	P26012
P45983	P63211
P56705	Q9H1J7
P06703	P50995
P38405	Q96R27
Q96DU9	Q96EP5
P01106	P62987
P08700	P40189
P06213	P49767
Q14164	Q9UI30
P53671	Q13153
P01568	P48551
Q02641	Q13362
P62158	Q9HCN6
O43663	Q8N6Y0
P55196	P61224
O14933	Q92560
P62993	P83731
Q02156	Q13237
P48643	P62736
P26640	Q05639
P41240	Q12913
P62136	Q9BXT2
P16871	P63104
O43242	Q14164
P24394	P42226
406913	P19320
P02768	P49792
P18564	Q9UKX5
Q70EL1	Q96FZ7
Q9BQA1	Q9H9G7
P05014	P08887
P84090	Q9Y478
Q13535	Q8N8A6
P01137	P22897
P06241	Q9BXT4
P19012	Q15013
Q9UKD1	Q9Y692
P49746	Q13797
O14641	Q8TBE0
Q9NWB1	Q9Y3T9
P02768	Q01432
P63208	Q5XUX0
P46060	P62826
Q13868	Q9NPD3
O75909	Q92997
Q13418	Q5JVF3
Q02505	Q07654
P13236	P32248
P16220	Q15007
P43403	P48736
P35637	Q01130
P06241	Q07889
Q13625	Q14457
P11021	Q99459
P20336	Q01968
Q9H3S7	Q9H444
P55196	Q9NQS3
P12931	Q7Z7K6
Q3MHD2	Q6XUX3
P01889	P01891
P62807	Q969S8
O43182	P60953
O94868	P55822
P35240	Q9H204
O15524	P42229
O15350	P42574
406937	P48431
O94979	Q9H553
406901	Q9UL18
406906	Q86SR1
O75400	Q8N8D1
P49815	P53355
P31431	Q14031
P12757	Q15047
P62945	P84098
Q5VTD9	Q76G19
P26373	P62987
P51692	Q13469
Q96G25	Q9BTT4
P07996	Q13797
P63104	Q9H9J4
P23527	Q9BTM1
P62750	Q9UL18
P04899	P13569
P30304	Q6R6M4
P19438	Q15750
P01100	P01112
P63279	Q719H9
P59768	Q15759
Q9UBX3	Q9UPY8
P49760	Q9BTP7
O43752	P51809
Q16478	Q8NBJ4
Q9H4E5	Q9NQU5
P20963	P42229
P28335	P50148
P10721	P52798
P21980	Q13885
O60260	Q15645
P42345	Q15208
P08700	Q01344
P34932	Q9Y6K9
P61086	Q14164
O14641	Q5SW24
P98170	Q15750
P35580	P62993
P01871	Q16637
O60684	P49366
Q16513	Q9NYF0
P49368	Q9UHD2
P55084	Q00653
Q13315	Q9UJ04
A5YKK6	Q9HC52
O00499	Q99962
Q13427	Q15287
P05106	P51636
P02790	P17931
O43320	P22607
P60228	Q92597
P15173	P62324
Q13454	Q8TCJ2
O60237	P60660
Q01484	Q13464
P25705	Q99759
O76095	Q2QGD7
P19387	Q6P1J9
P49137	Q13151
P53350	Q71F23
P54259	Q15323
P01889	P56192
O15143	Q9BPX5
P40337	P68400
P0CG47	Q9BXL7
O75419	Q9BRT9
O15169	Q14134
P49815	P54619
Q7Z6L1	Q99832
Q13064	Q99816
P24723	Q12802
Q5JQF8	Q96DH6
P03928	P62993
O95299	O96000
O00212	Q96BY6
P61006	P61026
O00273	Q9Y4E8
O94929	P15153
O60506	P62195
Q14164	Q96FW1
P06400	Q00577
P32242	Q99750
O14964	P78352
P63104	Q99959
O14513	P62993
Q969T4	Q9Y3C5
P05113	Q14626
O94973	P29353
O96019	Q6STE5
P36578	Q9UKV8
O15111	Q9BYH8
P05388	Q13573
Q5VVX9	Q9BWF2
Q03060	Q9Y2W7
P62714	Q9Y570
P55916	P63104
Q9UGI8	Q9UI08
P06239	Q13761
O15169	P62140
Q49AN0	Q9UNS1
P22415	P61769
P25963	P51116
P56645	Q16526
P12980	Q9UK59
P22612	Q9NQA5
P51991	Q08211
P53794	Q8IY92
Q07343	Q13555
P04626	Q92529
O14641	P49674
P63244	Q16659
O75340	P62993
O75676	P68400
P30279	P42773
O14641	Q96CW1
Q9BWF2	Q9H2G2
P05412	P10275
Q9Y2G2	Q9Y6K9
P01579	Q99062
P30153	Q15759
P55157	Q8TAS1
P04626	Q02750
Q9BXW9	Q9H816
P62241	Q9H4L4
P13591	Q13315
P12814	P56199
Q52LW3	Q9H4E5
P38646	Q15750
Q9Y2X8	Q9Y577
O43402	Q15006
P85298	Q99961
P61457	Q8TBB1
P10276	Q9UL19
P54253	Q15293
P48634	Q07021
P05106	P56199
O75925	P63165
P05112	P18146
P56556	P62380
Q9H7E9	Q9NQX6
P30304	P61981
P01374	Q71U36
P53803	Q9Y535
Q15459	Q9NZC7
Q13200	Q9Y297
P18847	P22607
P04183	Q15262
P16104	Q99714
O14640	Q5S007
O60359	P17612
Q07817	Q8IVG9
P22234	Q12873
P42336	Q9Y243
Q6QNY0	Q8TDH9
P84022	Q13573
Q06787	Q96F07
P23508	P26640
P11362	P16885
Q15796	Q9BQ52
O95837	P28335
P62906	P63173
O95298	P03905
Q7L4P6	Q9NSA3
P62487	Q9NX70
P46531	Q8IZL2
Q9HAW0	Q9UIA9
P30044	P46379
Q01094	Q9NS23
O60266	Q9NZT1
P50570	Q99962
P45983	P84095
P11142	Q15628
O15467	P32246
Q05193	Q9P2H0
Q3ZCQ8	Q9Y5V3
P00519	Q9C0E4
Q8N122	Q9HB90
P23769	Q13485
P01730	Q31604
O75533	P11387
P51679	P63096
P06396	Q9Y2I7
A8MT69	Q00597
A4D1P6	Q9UNK0
P01137	P07996
P62942	P63098
P27986	P50151
P38159	Q8IX12
O43559	Q06124
P16150	Q9BZZ2
P30480	P31040
P19320	P19838
O15211	P26641
P35498	P63215
P11308	Q6P1J9
P01579	Q14627
P14649	Q86YV6
Q15645	Q8TBB1
Q5VWK5	Q8IU54
Q04864	Q15653
Q15005	Q96QE5
P18146	Q05193
O75928	Q9Y4K3
Q9C0C9	Q9HAJ7
P78545	Q16658
P04637	Q9BUP3
Q8TBB1	Q96CG3
P01236	Q13177
P52757	P61587
P08754	Q3MJ16
Q00059	Q8WVM0
P62244	P62263
P51812	Q8N122
O95400	P81605
P01303	P43115
O15524	Q5VWK5
P08069	Q8WYR1
O14879	Q12933
Q6ZN18	Q86SE5
P32121	Q8NGZ9
P39656	Q8TCJ2
P13569	P22061
O15371	P12931
P25705	P56381
Q6UVJ0	Q9BV73
P29350	P35968
Q16875	Q9UGI9
P56199	Q07890
P36897	Q96JC1
P01243	Q15185
O14744	Q9UKV8
O60684	Q14161
Q12933	Q5T1R4
Q07890	Q12929
Q06187	Q8TBX8
P16070	Q01484
Q09472	Q16665
O95382	P63104
O00459	P16144
P01375	Q07889
Q53HC0	Q9HAU0
Q71SY5	Q9NPJ6
Q03164	Q92769
O43251	P26599
O43353	P08138
P01111	Q0VAM2
Q49AR2	Q9Y2W2
P04745	Q92667
P30153	P54289
P26006	P49746
P17480	Q9BXL5
P61599	Q14164
P62993	Q5JSH3
Q13315	Q8IX12
O14775	Q15759
O75326	P00519
P42677	Q13233
O75351	Q13315
P35609	Q9NP98
P51878	Q9C000
Q01094	Q96KQ4
P20936	P21860
P35626	Q8NH37
P21802	Q92529
P19174	P31995
P63261	Q9NVD7
P21675	P53350
P30450	Q99706
Q15631	Q9H1Y0
P35968	Q96B97
P06858	Q9P2H0
P04637	Q8N2W9
P08631	Q13177
O00763	P50747
Q14683	Q29RF7
P36406	Q9Y6K9
O75030	P28482
P10275	Q13794
Q01449	Q32MK0
P26232	P68032
P68104	Q02833
P09619	Q05397
P22612	Q6IN85
Q7Z3S9	Q9NRR5
P60602	Q13546
P54762	P62993
O95835	P46937
O75964	Q14197
P53779	P63211
P52756	Q8IYB3
P62136	Q8IZS8
Q9UQ80	Q9Y478
P54727	Q8TBC4
O15528	Q99836
P15153	Q9NZN5
P11229	Q9HAV0
Q8IYH5	Q92831
O43157	Q9NZN5
O95157	P00519
P19438	P51397
O15479	P46779
P16220	P78406
P06241	Q9Y3Q4
P51636	P61081
Q15365	Q15428
Q7L2H7	Q9Y478
P20073	Q9Y3C7
O14798	Q9Y2P4
P28482	Q14192
P0CG48	Q9BXM7
P16070	P46940
Q13242	Q15428
O15198	Q4LDE5
P11142	P27348
Q05639	Q99759
P42224	Q8N2W9
P56747	Q16625
Q71DI3	Q86U86
P04275	Q9UKX5
P05556	P48736
P59998	Q9Y6W5
P17612	P61586
P49841	Q8N4C6
P14209	Q9NRR5
Q9P0J0	Q9Y6M9
P20749	P49840
Q14203	Q9H8T0
P49591	Q8IXJ6
P0C5Y9	Q9UQL6
P35626	Q96R27
P06400	P29375
P04637	Q9NRG4
P01241	Q6UXL0
Q15369	Q96G25
P36897	Q86SG6
O95757	P62330
O60674	Q08334
O43676	P51970
A6NIT4	P16471
P11474	P51843
O14786	O75051
O14744	Q9NWB6
P62258	Q92628
A0JLT2	Q96RN5
P08238	Q9NR45
Q13794	Q16548
O60664	P12980
O60262	Q01668
P20226	Q00987
P11229	Q9UBU3
P38646	P41279
P19438	Q9NZ08
Q8NEU8	Q9HCB6
P30519	Q03701
P84022	Q12830
P38432	Q9Y6D9
P27635	P62829
Q07955	Q8IYB3
O95707	Q13315
P08047	Q16665
P06702	P15153
P26367	P67870
B1A4H9	P42702
O43157	Q9NWH9
O43320	P06213
P05556	Q07889
Q92922	Q969G3
Q8WXI2	Q96NW7
P43364	Q92530
O43353	Q9BX69
P52630	Q92793
P01243	P39019
Q8IUC6	Q9UMX0
O60825	Q13131
P30307	Q13952
P63104	Q99829
P10275	P20151
P52630	Q00978
Q14181	Q15047
Q8TB61	Q9ULC4
P21462	P50148
Q99747	Q9UNK0
B5ME19	P41567
Q8IWE5	Q9NY26
O95167	O95168
Q08828	Q8WZA2
P14678	Q9H1I8
Q15047	Q5UIP0
P00519	P08631
P12956	Q15011
O00463	P83436
P36402	Q15561
P07910	P98170
P20618	Q9Y244
O95994	Q9NPI1
P01106	P27361
A6NK59	Q03164
O94929	P63000
O75925	P58012
O14862	O75626
P35626	Q8NH02
O15105	Q96FJ0
O15530	Q12824
O14788	Q8TAM1
Q9UBZ9	Q9Y253
O15379	P60510
P11940	Q01081
P04637	Q14191
O00571	P08047
Q14103	Q92620
P55055	Q9UKR5
Q8IZL8	Q9Y4W2
P35609	P62993
P55010	P55884
O75800	Q9Y3Q8
P03956	P42830
O76031	O76071
P49682	P55774
P68366	P68371
P11142	Q5VVH5
Q14123	Q9NZT1
P55072	Q14164
P17612	Q9HC16
Q16531	Q7Z569
O14737	P40337
P98160	Q969H0
P49841	Q96QU8
O15264	P46734
O95630	Q9Y3C5
P19367	Q96GD3
P20042	P51693
P05556	Q9Y4G6
P46937	P49792
A6NDB9	Q6IA17
P32780	Q6ZYL4
P11387	P63279
P10124	P14222
P13569	P27824
P46781	Q14164
Q02543	Q92901
P07237	P16104
P21709	P52803
O43524	O95067
O43521	Q07812
P54577	P62330
P24723	Q8IWT0
P37231	Q96EK7
P63104	Q07352
O60244	Q9BZF9
O94907	P56704
Q13114	Q9Y6K9
Q969H0	Q96FE5
P02768	Q8TDN4
P01563	Q9HC73
P16333	Q9NZV5
P62266	P62857
Q12929	Q9H7E9
O96000	Q9P0J0
O43395	Q15365
P61978	Q5VWX1
O95721	Q9H4M9
P46527	Q15139
P08047	P36956
P11274	P36402
P80511	Q15109
P45984	P50151
O43542	Q92878
P67870	Q15287
O60938	Q08209
O43306	Q05655
P02778	P46094
O75822	P60228
O14827	P63215
Q5SRE5	Q8IY92
Q13501	Q96B97
P0CG48	Q29983
Q92995	Q9UKN7
O96019	Q9Y4A5
P20333	P27708
Q13237	Q92934
O60343	Q9HCM1
Q96G97	Q9BZL3
O75159	Q99062
O60264	Q92769
P16581	P45983
O14775	P62879
P09429	P10599
P05067	P55212
P05091	Q14197
Q9NQB0	Q9UBE8
P53621	Q13315
O95967	Q9UMX0
P19838	P25445
P08581	P23470
O75674	Q00610
Q96B02	Q96EP1
Q68CP9	Q969G3
P13612	P35443
P35637	Q08211
Q15366	Q9UL18
P36873	Q07817
O60566	Q13573
P20226	P26367
P41586	P63215
P52735	Q9NR09
P62979	Q9Y3C5
O14625	P51679
O75197	Q9UBP4
P60981	Q9P2E9
P23258	Q04917
Q15560	Q96B36
P07737	P68133
P08151	P48730
P52701	Q9NWA0
P42704	P63104
P55209	P67870
P68400	Q01082
P35916	P42338
O14618	P00441
Q14152	Q14240
P01111	Q8WWW0
Q9NPH3	Q9Y3B3
P11229	Q9UK08
P16520	P28221
P00533	P98077
P24723	Q9NRA0
P11021	P12956
O75618	Q14790
P55036	Q13501
Q01844	Q9BQY4
P41597	Q9Y4X3
P03891	Q9UI09
P31946	P35221
O95471	Q8N6F1
Q9BQY4	Q9NX55
P99999	Q8IUQ4
O15264	P61204
P38405	Q8NGS3
P31751	Q15672
Q08289	Q66LE6
Q9NZS9	Q9Y2X8
P10747	Q8WYR1
P04156	P11047
P12931	P35326
Q01196	Q13547
P14784	P41159
P23528	P67775
P01574	P14784
P61981	Q96IZ7
O14602	Q99613
O14744	P07384
O75367	Q9UKV0
P52272	Q9BUJ2
P25054	Q9UM11
P04899	Q00975
P63092	Q9H1C0
O43353	Q9HC29
P67775	Q13136
P29597	P42338
P23471	Q9Y2X7
P62945	P62987
P16070	P55268
P01569	Q01113
P12980	Q9H7Z6
Q05513	Q15109
P24928	P52597
P47914	P62910
P17612	P62879
P20618	Q9BQ83
O95639	Q9P2I0
O14508	Q99665
Q8NF91	Q9UL18
P10275	P51398
O14513	P16333
Q6P4R8	Q9H9F9
O75937	Q15366
P68366	Q99426
P23396	P25398
Q13315	Q9BWJ5
O60739	Q9BWD1
P04637	Q13330
P45984	Q16621
P11387	P22087
Q07889	Q8N1I0
P39019	P62249
O94761	Q00005
P52735	Q15633
P07384	P41222
O43318	Q01658
P30443	P43632
P35637	Q16629
P04629	Q8WU20
P05413	Q07869
Q7L1Q6	Q9Y6E2
P25440	Q9NPI1
Q13352	Q8NE71
P19235	P29350
P60763	Q96QB1
P46736	P51587
P15090	P37231
P14317	Q96PU8
P41968	Q8TCY5
Q06546	Q16881
Q5T3J3	Q92993
P58753	Q9Y3Z3
O14974	Q99759
O14640	Q96EB6
P02462	P31431
O95157	Q15750
P14784	P40225
Q09028	Q16637
P19438	P60709
P11215	Q02447
P63279	Q9UER7
O15264	P01111
P01241	P33316
P04049	P16471
P16157	Q13464
P51805	P60763
P07437	P16871
Q04206	Q3ZCQ8
O43255	Q9GZU2
O95999	Q92905
P35680	Q92831
P62310	Q96GE4
O43776	Q9H4B6
A6NIT4	P17181
P10586	Q13136
Q92838	Q9UNE0
494336	Q02750
O75935	Q99624
P51692	Q9UGK3
Q03014	Q92908
Q15427	Q86XP3
P40238	Q9GZX6
Q5VTB9	Q96B02
P38405	Q8NGS2
