#node1	node2
O95197	Q8N612
P53621	Q9Y6K9
P15927	Q9NZC9
P35968	P49763
O60674	Q07889
P08648	Q9Y490
O43734	P17676
P42345	Q9UMX0
P02675	Q14451
Q06187	Q92569
P10912	Q16829
P27708	Q00653
Q99459	Q9NQW6
Q96C10	Q9UPY3
O75665	P56537
O94973	P42858
P32302	P80075
P14174	Q9NRL3
P17693	P43631
O75379	Q16623
P17676	Q04864
P62805	Q96Q83
P01106	Q9HCU9
P16070	P18146
P12814	Q99700
P41597	Q8NHW4
P36578	P46779
P50914	Q00005
O00303	P30480
P20393	Q14807
P25963	P61077
P21554	P50151
P38405	Q9Y4A9
O60331	P06396
O00555	P04899
P00519	Q13444
P13647	Q00005
P62256	Q8N9I9
P49257	Q8NI22
P06899	Q96BN2
Q13190	Q9NYM9
P25054	Q32MH5
554213	Q15329
Q14765	Q9NSE2
O75955	Q03135
P23229	Q13751
P49815	Q13131
P55211	P98170
P45983	Q99956
P12235	Q07812
P08123	P10914
Q15398	Q9Y297
P18146	P52823
Q9NZH5	Q9UJX5
406881	P05231
P48039	P49286
406947	Q9NYJ8
O60716	P19022
P53680	P62993
P18887	Q9NUW8
P21860	P29353
Q9HAW0	Q9P031
O14717	P01616
P62316	P63010
O15105	P15884
Q6QNY1	Q8TDH9
P22455	Q9HAU4
Q07812	Q9HD36
O14497	Q8NFD5
P22392	P53396
P51677	Q9NRJ3
O00255	P14136
P35626	Q8NGP4
P23258	Q9NY65
Q96PY6	Q99689
Q16531	Q9UPT9
P18146	P31152
P37173	Q9UER7
O15455	Q9Y4K3
P01584	Q02556
P13727	P46379
Q15465	Q99835
P16104	P38646
P35249	Q13573
O96019	Q92922
P62158	Q12933
O00628	O75381
O43187	Q5D1E8
Q13617	Q9NXV2
Q13368	Q96RT1
O95751	P18848
P46531	P63208
Q07889	Q9P2F6
P54253	Q8WZA2
P17612	P27482
P0C0S8	P58876
P09234	Q15428
P16234	Q00987
O14513	P00519
O95622	Q02156
Q8IWL2	Q9Y6Y9
Q16777	Q9UKV0
P08172	P63211
P07585	P21860
P63261	Q9NVD7
P01023	Q15714
P06396	P62993
Q9P258	Q9UET6
P02778	P32302
P12644	P18146
P30153	Q4G163
Q99941	Q9Y243
O15379	P20671
O95467	P41587
O60674	Q92529
O76000	P32121
P13805	Q9H5H4
Q99741	Q9BXI2
Q92902	Q9NQG7
P49674	P62877
P20908	P23229
P38405	Q9Y585
P35968	Q9HAU4
O43390	Q15750
O00233	P62195
P19544	P63279
Q9UHF4	Q9ULV8
P60763	Q13576
Q9HBM6	Q9Y4A5
O94761	O95084
O14543	Q14627
O75616	Q14197
Q13188	Q7L9L4
P14314	P18146
Q9NPD8	Q9NX47
P08588	Q5JY77
O15524	P17181
Q9NPF5	Q9Y230
Q14469	Q9NW38
P36873	P49841
P40429	Q07021
P62140	Q8IZS8
O14924	P05106
P00533	Q99961
P60866	P61247
P08138	P14210
P11362	Q9GZP0
P35222	Q13547
O60548	P26367
P05771	Q13393
P63096	P63215
P31946	Q6PKG0
P06899	Q969S8
Q13546	Q96FA3
P54289	Q9UQM7
P01243	P15924
P00747	P05121
P52735	P61224
Q13573	Q9Y618
Q8IV63	Q99816
P12111	Q9UKX5
O75558	P25788
Q13509	Q9Y6N7
Q9H1Y0	Q9Y6W3
P13501	P46094
P04183	Q9Y265
P62807	Q9BY41
P09936	P83916
P60510	Q04206
P06239	Q8WYR1
P09651	Q15287
O75815	Q15631
O75478	O94864
P22392	Q9Y230
O43187	P46977
P49427	Q9P0S9
O60503	Q16566
P51812	Q9Y2Q3
O95571	Q9UI12
P18848	Q16236
P62979	Q13155
O75400	Q00005
O00213	P04156
Q05513	Q9NYF0
P08754	P30559
O75116	Q9Y2I7
Q08289	Q13554
O15131	Q9Y232
Q86U86	Q8TAQ2
O75154	Q9H4M9
O75182	P24385
P51116	Q9NVV9
Q13467	Q9ULW2
O95644	P45983
P02775	P03956
P13010	Q10586
P06493	P29692
P62256	Q9Y252
P12107	P17301
P61981	Q8TEW8
Q02763	Q15389
P05106	Q9NQ66
Q09472	Q9Y6X2
P22612	Q9Y478
Q96PU8	Q9NX55
P01106	P20807
P10914	P19838
P08238	Q16665
P18146	P22392
P00746	P00751
Q96SL4	Q9NRR5
P12956	Q13426
P59768	Q8WYR1
Q96P20	Q9H3M7
P55157	Q86SG6
Q96QB1	Q9Y3M8
P62807	Q9UPS6
Q15041	Q969H0
O95998	Q14116
P46734	Q9NQU5
O96014	P41221
Q8WXI9	Q9BTC8
P52948	Q8TEM1
Q96MF7	Q96SB8
P01112	P11233
P25787	P60900
O00522	O14713
P16520	P47898
O60258	P08138
Q13625	Q8NHQ8
Q13352	Q96B36
Q7L5N1	Q92561
P43686	Q5VTR2
Q92730	Q9H0H5
Q8IWX8	Q99459
P16234	P52798
P04637	P61086
P19174	Q14108
P20226	Q12947
P36873	P42261
P08651	Q13573
P06881	Q16602
P12830	P18031
P04899	Q9UP65
P16471	P60568
O15379	Q15466
P56705	Q6FHJ7
P01106	P48960
P40337	Q8TEY7
P35080	P46783
P18206	P63220
P56199	Q16363
P15260	P23458
P35813	P54619
P24941	Q01094
P05388	P62424
P51817	Q12791
O00238	P84022
P10275	P34932
O43182	Q9HBH0
O76071	Q8NBJ4
P11362	P49763
O95467	P08912
Q92622	Q9P2Y5
P31946	Q04912
Q6PEY2	Q9BUF5
P30504	P49411
Q9P2K6	Q9UMX0
Q96A08	Q9UQL6
P53805	Q9Y4K3
P05113	Q969J5
Q13158	Q9C099
O15372	O60739
O96017	Q9UBU7
P11802	Q12996
P60891	Q14558
Q13501	Q9HCE7
O75182	Q00534
Q99759	Q9UM73
P23458	P38484
O60739	Q9NRN7
Q5T4F7	Q9H461
O00206	P38646
P01374	Q06643
O95696	Q8WYB5
P28066	P60900
Q10586	Q12857
P31749	P41279
P63211	Q92633
Q5TCQ9	Q9Y4G8
Q96QD5	Q99459
O15198	P51825
P22314	Q8N2K1
P01106	Q2KHR3
Q14934	Q15759
Q13573	Q96DI7
P48023	Q13588
P51681	Q03405
P16104	P60709
P41273	Q13077
P48552	Q9Y6K1
P32302	Q9Y4X3
P60953	Q6DT37
P08670	Q13263
P04637	P18754
O14786	O75051
P31749	Q13233
P46776	P46779
Q9H0Y0	Q9H1Y0
Q15370	Q99619
O43427	P14174
P60842	Q15056
O75800	Q9NZS9
P02775	Q09019
P68133	Q07157
P52292	Q9UH99
P19438	Q9UHD2
P04049	P62834
P45983	P67775
Q14197	Q9NQ50
P28749	P63104
P10398	P45984
P31644	Q9NQX3
O60732	Q86YB7
Q12986	Q8IWZ8
P27707	P48443
O60271	P61244
O75293	P06493
Q05193	Q8IWF7
P30050	Q02543
P01112	P45983
O00305	P48023
406974	O75896
O15315	O75771
O95402	P81605
O75937	P35637
P01106	Q15303
P22455	Q99961
P22612	Q15759
Q7L8L6	Q9H1C4
Q04206	Q13625
P07550	P08754
P19012	Q8TAB5
P08648	P21333
P01570	P38484
P55199	Q13535
P62312	Q9Y4Y9
P08588	P25098
P06241	Q7Z408
O15519	P62273
P46778	P83881
P11216	Q8TD86
P00533	Q9NR50
Q9UKK6	Q9Y478
Q16566	Q96RR4
P17612	P19838
O00212	Q96N67
P20700	P63104
Q15388	Q9NS69
P02461	P09486
P63208	Q13616
O75367	Q9Y5B9
P19012	Q15154
P05015	P15509
Q15796	Q9BW04
P60709	Q9NSD9
P35568	P42336
P01889	P46781
P02746	P02747
Q14197	Q9P0P8
P53618	Q9NRR5
Q7L5N1	Q8IYB7
P62258	Q9Y572
P26358	Q9NRZ9
P35269	Q00403
P11182	Q9HCK5
P46937	Q9NS56
P36873	Q05586
Q7Z3B3	Q9HAU0
O94826	P07900
O00231	P04406
P13747	Q8N743
P05107	Q8WYR1
P16220	Q14692
Q6PJ69	Q9H832
O15379	Q14005
O60674	P05014
Q9HCE7	Q9UJX4
P35462	P63215
P32927	Q13191
P84022	Q13643
P04637	P0CG48
P01111	P06756
P07550	Q8TEY7
O96024	Q9UMR2
Q7L5N1	Q9Y2V3
P38405	Q8NG83
P09497	P53680
P12956	P25942
P30968	Q5JWF2
P57735	Q9Y664
O75084	Q8N474
P18077	Q9UNX3
P62993	Q9HBG7
440264	Q07021
P17301	P24821
Q14566	Q14683
P30466	P43632
O60341	Q99250
P13501	P15336
P30480	P46108
O95299	Q9Y6M9
P48549	P62879
O14980	P46108
P50151	Q08828
P53350	Q9UKT4
P56537	P62714
O15551	Q16625
O14640	O15169
Q8IY92	Q9UKA4
P11912	P29353
P23511	P33076
P02775	Q9NWF9
P56556	Q9NX14
O95409	Q86T96
O60218	Q13085
Q04724	Q15038
P28331	Q14197
P62070	Q7Z569
P54259	Q3KQU3
406948	P35226
Q7Z7E8	Q9H1B7
Q8NHZ8	Q9BS18
Q01344	Q9NYY1
P08572	P31431
P63208	Q9UKA1
P46940	Q9H0W8
P08670	P55212
P45973	P60709
O76003	Q04759
P23458	P38398
O75376	Q96T58
P30153	Q9Y6E0
P42704	P60520
O60739	P14174
Q13007	Q99062
P10114	Q5U651
P02452	P21781
P38405	Q15622
P50993	P51817
P42677	Q13233
P54289	Q66LE6
P05014	Q8N6P7
O95782	P53675
Q12809	Q6P1J9
P15173	P15923
O60264	Q10586
O14920	O43353
P46531	Q92997
O96017	Q01094
P13747	P26715
P01892	Q14952
P15924	Q00005
P16220	Q9NV96
P22736	Q9HD36
P01106	P09429
P49755	Q9Y4K3
O95433	Q9UBM4
Q08211	Q86V81
P28288	Q9BRX2
O43900	Q9H2G2
P63027	Q13277
Q13573	Q15437
P60953	Q5VT25
P20248	P23511
O95785	Q13526
O00165	P10144
O43395	Q15428
O00459	P60763
P01106	Q16576
O95294	P62070
P32121	P58181
P17812	Q14164
Q92945	Q9UHX1
Q96Q89	Q9Y265
P08908	P63211
O15534	Q49AN0
P20823	Q01469
P31942	Q8IWX8
P29992	P30550
P78406	Q96EE3
P62917	Q13573
P23945	P27348
P56537	P63261
O60840	Q13976
P63000	Q13546
Q12988	Q9NRN5
O75410	O95619
P12931	P17301
P40429	P53355
Q01362	Q92769
O15344	Q969T4
P42566	P46108
O14709	Q9GZM8
Q13573	Q9UKK3
P04222	P49591
O15524	P16871
P07333	P52798
P07900	P10275
Q9NR46	Q9ULV8
O60216	Q7Z5K2
O95997	P04637
P29350	P52735
Q93009	Q9NRD5
P50570	Q15811
Q86VZ2	Q9UBL3
P62308	P62314
P33076	Q13547
P62877	Q9NRD1
O15287	Q00597
Q13485	Q14186
Q9BQ66	Q9BXY8
P38398	Q16236
P02766	P16871
P18146	Q9Y271
P41182	Q9ULV5
P02778	P27487
O00182	P02751
P22612	Q05469
O43488	P01889
O43295	Q07890
P27348	Q15139
O14964	Q96KQ7
P81274	Q9BZE0
P00533	P51149
P08138	P51617
P01106	Q9UI08
O14776	P26368
P49662	Q15008
P07332	Q6NUN9
P60763	Q8WYR1
P42338	P46109
O94906	P10398
P13612	P57087
P23396	P63244
Q7L590	Q9Y2I6
P15291	P26651
Q9BSJ2	Q9NY65
Q13126	Q8WY64
406972	P00519
Q9BWD1	Q9UKE5
P02766	P50502
Q07955	Q99459
P25391	P98160
O75593	Q15796
P06241	P35222
P35244	Q9Y5L4
P58546	Q9UBN6
Q13873	Q6KF10
O43184	P35609
P16220	P68400
O95747	Q13315
P35580	P62258
P42338	P62873
P10275	Q15910
P25445	P63279
P25100	P30679
P39019	Q14164
O00459	P84095
O95376	P51681
Q9BXW4	Q9H1Y0
Q07021	Q9BRL6
P03971	Q13253
P41134	Q13485
P62256	Q8WU17
P11161	P56645
P05129	Q86YW0
P10415	P67775
O00574	O15444
Q96N67	Q9HBH0
P52597	Q13243
O15530	Q05513
P06756	P35609
442890	Q9UL51
Q8IZL2	Q9UM47
P01178	P30559
Q03013	Q8IXH7
P61978	Q15366
P46109	Q9UKX5
P29590	Q9NS56
P01243	P67870
P26373	Q00653
Q92618	Q9H171
P46108	Q07666
P41743	Q86YW0
P28482	P50993
P35080	P40337
P20073	Q9HB58
P35462	P62873
Q13753	Q14118
O95793	P60709
P18146	Q12796
O15264	P05387
P11387	P61978
Q96RE7	Q99459
P27815	Q13554
P06213	P14210
P29372	P54727
P24821	Q9UKX5
P51532	Q14526
P42858	P62158
P46531	Q9Y219
Q12913	Q13224
Q10567	Q99459
P54826	Q14623
P61088	Q14527
P01111	P08069
Q92797	Q9P2I0
O14757	Q13616
P13010	P22415
Q96T23	Q9UPN9
P10721	P42566
O95967	Q9P2R6
P31785	Q8IZI9
P37231	Q9UIH9
P31749	Q05195
P18074	Q01094
O75306	Q14197
P49411	Q14197
P01106	Q9UJS0
P03956	P19875
Q8TCG1	Q9Y4K3
283120	Q01094
O43237	Q3ZCM7
Q14469	Q9BTP7
P05129	Q9NYA1
P38398	Q8N2W9
O75293	Q15717
P50914	Q02543
O43677	O75438
P60953	Q9UQB8
Q86TJ2	Q9H0E3
P16144	P42574
P51531	P78527
P53350	Q7Z5Q1
P25054	Q9UM54
P21246	Q07817
P12931	Q9H3S7
Q9UN86	Q9UNL4
Q07955	Q8IWZ8
Q93009	Q9GZU2
P17612	P23528
P35626	Q8NH76
O95602	P53803
Q13387	Q13625
Q14517	Q86YM7
P06239	P30530
Q86V81	Q9H1B4
P04637	P78423
P01106	Q14839
P63098	Q9UIK4
O95793	P07437
O75558	Q9BQD3
O75529	Q8NEM7
O15162	Q8TC90
P63104	Q15041
Q8IUC6	Q92985
P01106	P31040
406937	Q16658
Q9BW60	Q9NR96
P05412	P10275
P17706	P31947
P01137	P49747
O15297	P23025
P35625	Q9UNA0
Q01668	Q9NPA1
O15131	Q13303
P41743	Q05513
P08670	Q9BVI4
P01569	P42701
P09936	P40337
P56199	Q07890
O14641	P49910
O14939	Q9NRA0
P31946	Q9P0V3
P04150	P22736
P62081	P62266
O43889	Q92793
P22694	Q7Z2W7
P16104	P34931
P54257	P82933
P16234	Q96J02
Q86UT6	Q9Y6K9
P49755	Q92542
O00409	Q96B26
P20718	P55957
O15169	O95685
O43639	Q9NQU5
O14576	Q9BQE3
P08581	P46108
P31947	Q8TEW8
P53778	P60953
P12956	P46783
Q15052	Q9NZN5
P04156	Q96NN9
P32969	P84098
O15105	P01375
Q13535	Q8IX01
P01308	P35968
Q6P2E9	Q99459
P17676	Q86X55
O60684	O95154
Q13651	Q9UHD0
P0CG47	Q00653
Q9BRC7	Q9UI26
P35080	P49771
O76070	P45983
Q5T5P2	Q8IYF3
Q9GZS1	Q9H9Y6
P01116	Q13393
Q01085	Q13573
P42345	Q6PHR2
O75326	Q9H2G2
P38936	Q9UJX2
P09874	P10144
P06899	Q92630
P07814	Q15750
P02776	P13611
Q9BXW9	Q9NPI8
A8MTJ3	P59538
P15248	Q5VWK5
Q15014	Q6NV75
O00329	Q9Y259
Q8WXG9	Q9P202
P48736	Q99490
P00450	Q16665
P49366	P62256
Q14332	Q5T4F7
P14678	Q8WXD5
O43521	P01106
P51677	P78423
O75508	Q16625
P06241	Q08881
O00198	Q07817
Q08209	Q9UJX2
O00232	Q9UET6
O60506	Q9UL18
Q14209	Q14680
O95793	P46778
P21246	Q9Y3C0
Q07955	Q13243
P01579	P27361
O60739	P30049
P48357	Q9Y478
O95782	P00533
P22694	Q14432
P22301	Q99665
P18077	P62910
Q8IWZ8	Q92620
Q13007	Q99650
Q9NRI5	Q9NV70
P46783	P62854
Q8WVZ9	Q9P2H0
P0CAP2	Q96FK6
O14640	Q9H2H0
P40337	Q9Y5B9
O14717	Q15047
O60739	P54577
Q07890	Q9NZL6
P46108	Q86Y01
O75444	P02511
P16520	Q5JWF2
P43699	Q15788
O95704	Q8NEU8
P28074	Q9UET6
P52566	P61960
P18146	Q8TB36
P30968	P50281
P12883	Q14896
P62899	P83881
P49336	Q9NWA0
P06756	Q16363
O15116	Q9Y333
P68104	Q9UIJ7
Q99459	Q9UHD8
Q13557	Q70SY1
P15692	P17948
P61077	Q96BQ3
P28482	Q00613
Q8NEV4	Q9Y678
P29317	Q15147
Q8IUC4	Q9H1Y0
O14775	Q15147
P04637	P61978
P40189	P42338
O75914	Q8IXI1
O43318	Q02750
P08138	P52565
P36402	P56545
P36894	Q15427
Q04206	Q13352
P25445	Q9UKL3
Q06187	Q9NR96
O95715	P51679
P38936	Q5VTD9
P08754	Q9UBS5
P29474	Q9NZT1
P23297	Q00987
P21554	P62879
Q8NHZ8	Q9UJX6
Q01094	Q15022
P62987	Q04771
P14174	Q86XK2
P10828	Q92831
P51817	Q02846
P61224	Q13905
P28566	P63211
P09669	Q8IXH7
P50991	Q15257
P49841	Q9NZI8
P27986	Q15366
P27986	P49841
Q8WYA6	Q9H0G5
P20671	Q9UJW3
P09132	P61011
P19419	P45984
O60504	P00519
P62256	Q8IZP6
P08700	P08887
P03897	Q9P0J0
406940	P26358
O15444	P51681
P52756	Q07817
P35790	P48736
O75899	P59768
P01106	Q01629
P23511	Q99618
P28482	Q9P2G9
O60861	P29558
P26010	P78509
O96000	Q9P0J0
P08727	Q9HAU0
Q8IXI1	Q9NZN5
P16885	P22607
P30086	Q9HC24
Q3ZCM7	Q6PEY2
P22612	Q04206
O43320	P11362
P35498	P63096
P40429	P42766
P00533	Q05655
P61106	Q6XUX3
O15230	P55268
P42356	Q9NWF9
P30304	P49137
P63092	Q9P2W3
407055	P08069
P17302	P22694
P19793	P41235
O75688	P04083
Q01484	Q13009
P53999	P68400
O75159	P15509
Q13137	Q96S44
P38405	P58170
O15111	Q96EY1
Q01668	Q9UQM7
Q8N9I9	Q969T4
P04637	Q08345
Q13501	Q8IY92
P35968	P49765
P11161	Q9Y3C7
Q99816	Q9UK41
O14757	O95997
P01579	P42701
P63104	Q14C86
P10828	P62195
O00422	P31946
O95139	P03901
O43237	Q08495
P27448	Q96ER3
Q8IWV7	Q9BX70
P06241	P27986
P53779	Q16539
P05129	P14598
P29597	P42701
P11279	Q96CW1
P20333	Q13233
O43318	P78537
P06493	P78396
P67812	Q9Y4K3
P25705	P62993
P62993	P63167
Q15906	Q96JC9
P12931	Q8IZD9
Q02045	Q9BZL4
Q00534	Q14188
Q8IZQ1	Q9H1Y0
P08590	P12883
P61586	Q9H2X3
Q9Y4K3	Q9Y6Q6
P01563	P15260
P13569	Q7LBE3
P51684	P78556
Q01844	Q96FJ2
O14512	P42701
P14784	Q15464
406900	Q16827
442896	Q9Y2Y9
P54253	Q86Y13
O95989	P04181
P08631	Q96B97
Q96B70	Q99459
O60383	Q9BRR6
P19838	Q13309
P01857	P02768
O43257	Q9Y230
Q15075	Q9Y265
Q99616	Q9NPB9
Q6UN15	Q9UKF6
O00716	P41182
P11171	P60709
P14866	P52597
P06241	Q9BXT4
P49662	P51571
P02458	P05556
P54259	Q16527
Q13435	Q96FV9
Q5T3J3	Q8N5U6
P26373	Q8IW41
P15153	Q92997
P15153	Q9H4E7
P0CL85	P12980
P48443	Q9Y6Q9
O43306	P36544
O95622	P22612
P14625	P30291
O00501	Q9Y5I7
Q99877	Q99878
O15264	P16403
P62875	Q71UI9
O43353	P35580
P08246	Q9UBQ0
Q14627	Q9NPF7
P35916	Q9GZV9
P05231	Q05516
Q6UXF1	Q99962
P62330	P78347
P10606	P11171
O00222	P59768
P06493	Q9H0H5
P56945	Q9H0Q3
P17482	Q8IY92
P05014	Q99665
O60925	Q5UIP0
P04406	P09603
P05997	P26010
O14543	Q5VWK5
P84095	Q9P227
Q99973	Q9BUR4
P53355	Q16623
P17542	P50750
O15520	P08581
P29350	P41182
P09471	Q68DD2
P23508	Q9Y6E0
P37288	Q14344
Q16665	Q9HBZ2
P84103	Q9UBU9
P10747	Q8WYR1
O00217	O95178
P06400	P17480
P37173	Q03167
P09429	P61978
O14544	Q14626
P19525	Q15759
P23458	P51692
Q96SN8	Q9BZC7
P04049	Q13362
P19105	Q9P2M7
Q5VUM1	Q8IUQ4
Q15545	Q8WTS6
P01563	P10912
P21580	Q86VP1
O60359	P22612
O15264	P23246
Q15910	Q9NYS7
O43293	P38936
O15534	P78543
O94817	Q9H1Y0
P00533	P42229
Q8N7W2	Q9H190
P08727	P19012
Q07869	Q15848
O15315	P62805
P10244	P28749
P09086	P20226
P07910	Q8IYB3
P10828	Q71SY5
O00221	Q9BZF9
P05783	P08729
P25445	Q99759
P12931	Q4V348
P07996	P18827
P18848	Q16644
P06756	Q00722
O95863	P68431
O75533	Q9UKV8
O15198	Q969K4
P18077	P46779
406907	O75116
Q01094	Q9UKY3
O43663	Q15653
P61956	Q9BXP5
P10826	P49715
Q16637	Q96N67
O00308	P37088
P01100	P20226
P67870	Q29RF7
P01588	Q99814
P26951	Q8IU54
P38936	P55273
P32121	Q9HBX9
P01100	P35354
O14933	Q5VTB9
P62750	P62888
407054	P52926
P32121	Q8NGI7
P05771	Q15080
P08519	Q9UBX5
P22455	Q99962
P30154	Q02641
P10415	Q9C000
P35555	Q15582
Q86YV6	Q9BUA6
P09919	P26992
Q92831	Q96JK9
O14974	P14649
P12931	P18433
P35609	Q9Y2D8
P62942	Q9HCE7
P09619	P11487
P29597	P42338
P11142	Q04206
Q15366	Q9BQA1
P10276	P14653
O43318	Q9UDY8
P29597	Q99062
P08754	P35498
Q8IV36	Q99708
P46108	Q96D71
Q00005	Q9ULJ3
P41227	Q9UNA4
P16520	P21554
O00459	P36888
O75084	Q9H1J7
P32121	Q8NGA0
P10914	P61073
Q15020	Q9UL18
P01106	Q92802
P78369	Q96B33
O75477	P18146
P17275	Q14494
P19838	P31152
O94805	P04637
P56645	P63208
P42336	P62070
Q12888	Q14676
Q16539	Q99683
Q3ZCQ8	Q9NYJ8
P08107	P63104
P14778	Q99759
Q9UBS4	Q9Y5X3
P10721	Q9HCT0
O15234	Q9BZI7
P05231	P52333
P46459	Q99459
Q13492	Q13573
P17301	Q9Y490
P01282	P27487
P31946	P55196
P06241	Q9Y697
P30153	P42224
O00327	Q49AN0
P32239	Q96SB3
O75469	P19793
Q14571	Q9NSB8
P16333	P29074
P02787	Q8IY92
Q02878	Q99558
Q07889	Q9UKX5
P19438	P78356
O43684	Q13042
Q14194	Q8N5S9
P30304	Q8IZL9
O00238	P18075
P53779	Q9ULI4
P22694	Q9HBA0
P15927	P56182
P15153	P52564
P45985	Q9UM73
P10721	Q05516
P0CG48	Q8TEJ3
P24522	Q9Y6R4
P11940	Q14164
Q13873	Q16539
406947	Q9BZW5
P32321	Q6ZVK8
Q92538	Q9Y678
O95782	Q07889
P27986	Q9UBI6
P48023	Q8N1I0
P04637	Q9HB75
P04183	Q7Z4K8
Q15834	Q96BY2
P01566	Q08334
Q9P2H0	Q9Y383
P63165	Q7L2E3
P10912	P41235
P08514	P18564
Q14814	Q9Y6J0
Q14164	Q15056
O76094	P30480
P01106	Q9UI12
P35225	P40238
P21266	P62993
Q01094	Q13889
O60508	Q92620
P55210	Q07817
P35222	Q6P1J9
Q13573	Q8WVM7
A6NI73	P12318
P28221	Q9UBU3
O00505	P38398
Q13620	Q92466
O60512	Q15527
P61952	Q13936
P40337	P47985
O00212	Q52LW3
Q969J5	Q9UBD9
P07948	Q9H400
O00746	Q14197
P05556	P31946
O96014	P51654
O14569	Q6PKC3
O15047	O60814
Q06124	Q13191
P03372	P10276
P11182	Q12857
A0AVK6	Q01094
Q5VVX9	Q86YT6
P49802	P63096
Q92530	Q9BV68
P31947	Q6P4F7
Q99665	Q9HBE4
Q96PG8	Q9HD36
407024	Q9Y6K1
P42224	Q02556
O14939	Q9NYA1
Q9BYM8	Q9GZS1
Q14103	Q15427
P08754	P22612
Q5JWF2	Q9HAV0
P27986	Q8IXI1
283120	O75461
Q07889	Q15149
P22694	Q06432
P05106	P46109
P21333	Q562R1
Q14994	Q3L8U1
P14784	P40933
O00626	P32302
P54819	Q9GZN1
P35372	P63092
P37231	Q16236
O94817	P62273
P28328	P63146
O14986	O43791
P63000	Q14CB8
Q6ZNA4	Q99816
P25025	P42261
O95084	Q9BVI4
Q13123	Q92993
Q38SD2	Q86UR5
P67870	Q13111
Q05397	Q8WYR1
P43378	P46459
P35968	Q96CV9
P22362	P32248
P19875	P46092
Q15750	Q9Y2S7
Q9UBV2	Q9Y385
P09486	Q13418
P11678	P27986
Q15750	Q96KR7
O14581	P38405
406901	Q9H9G7
Q8IU60	Q9NPI6
O14513	Q9H2G2
Q15907	Q7L804
P21728	P50148
P19438	Q15311
P32248	Q16627
P19438	P35579
O00222	P63096
O15162	Q9NRY6
P23526	Q13177
O14775	P08754
P63104	Q06413
O60391	Q13255
Q7L0Q8	Q9H7D0
P13232	Q969J5
P19429	P67775
Q15796	Q9BVG3
P49137	P53667
Q16891	Q5UIP0
P41595	Q13936
O75899	P62873
O60315	Q13461
O43320	P08069
O14920	Q04864
Q7Z6B7	Q9HCK4
P16871	P32119
P62888	P62913
Q15796	Q9Y2U8
Q8TES7	Q9NWT6
P07333	P55075
O95475	P26367
A6NM45	O95500
O15264	P42166
Q53T94	Q9GZS1
P56134	Q9Y478
P23443	Q8N122
O60861	P05388
P01889	P12268
O75528	Q01658
P56134	Q96HD1
P68431	Q9HC52
Q8IWF7	Q8N1F8
P61077	Q9C040
P25942	Q13114
P22415	Q15466
P62873	Q00975
P45983	Q12967
P15170	Q9H1J1
Q99459	Q9UPN3
P29372	Q9HB71
407026	P08572
O00212	Q5T5U3
P06400	Q92543
P62750	Q9NY93
O43513	O95402
P60763	P60953
P17301	P21333
O15379	Q8IUE6
Q06830	Q16236
Q93074	Q9BTT4
P32927	P50570
P62310	Q9BQA1
P19012	Q9BVI4
P06899	P0C0S5
P29474	Q13555
P22301	Q14627
P30455	P30457
P22612	Q86YV6
P26368	Q00839
P68104	Q15796
P60763	Q9NZN5
P16520	P17252
P54840	Q9UQK1
O95983	Q9C0K0
P61599	Q14164
P25054	P53350
Q07890	Q9BPX5
P51003	Q15366
P52597	Q15365
P12757	Q14112
P38646	Q13233
P63279	Q13432
P52198	Q7Z5H3
Q05513	Q96IF1
O00459	O00463
P05129	Q8TEY5
P01241	P06748
O75528	Q8N2W9
P10275	P49715
Q01081	Q8IYB3
P00533	Q8WYP3
P07900	P47897
Q13616	Q9H211
P08559	Q9Y478
P16871	Q15084
Q13315	Q96B54
P38936	Q13105
P45983	Q15759
Q8WUB8	Q9HCU4
P04179	Q14164
P53778	Q15080
P58401	Q9GZR7
O95992	P58012
Q13287	Q92793
P48443	Q07869
P22090	P42677
O43524	Q13043
O94830	P53618
P29474	Q96NX5
145781	Q13574
P06729	P27986
P18146	Q12772
Q8NBJ4	Q9UFN0
P32121	Q6DKI1
406883	Q2Q1W2
O15105	Q8TEW0
P54252	Q9BSU1
P33778	Q9UKV0
Q14197	Q6P161
P56524	Q99878
P54259	Q15323
P55795	Q92620
O60391	P41594
O00238	Q7Z6B7
P29375	P68431
P84996	Q01718
P05161	Q02556
P38405	Q9GZK3
O95433	Q9Y5I2
Q96HR3	Q9BTT4
P21246	P60709
P17980	Q9Y5K5
P42680	Q05209
P29590	Q9H2X6
P62380	Q9NYB0
O95251	Q5T3J3
O43677	O95168
P18146	Q9NS87
Q00536	Q15436
Q04206	Q15654
Q8TBE7	Q96P50
P15153	Q9Y3M8
P11216	P27482
P01889	Q01813
O43353	P63173
Q05639	Q9Y572
P84022	Q9UJU2
Q96H86	Q9BQ66
O75947	Q7L5D6
P11177	Q9P2S5
P09874	Q92547
O60238	Q9HCK4
O43427	P67870
P09237	P36402
P01236	P48357
Q07157	Q9P2M7
P04141	Q6UXL0
P40145	P63096
P29350	P43627
P55196	Q07157
P12004	Q8IWY9
P00505	Q9H1Y0
P01891	P04222
P60510	Q99832
O14827	P16520
P22736	P29622
Q9NYB9	Q9P0K1
O75800	Q9NZQ3
P53667	Q13177
O15360	O96019
Q12888	Q16695
P01112	Q12967
P22626	P52756
Q13114	Q92569
Q13098	Q9BXL7
