#node1	node2
P09237	Q9HCS4
Q969T4	Q96G75
Q8N5U6	Q969T4
P08758	P38484
P51532	Q01201
P58876	Q16777
P59768	Q8NFM4
P16144	P29353
P10244	Q14209
P37108	P62993
P05771	Q9BX67
P07948	P16885
P17535	P56279
P10451	Q13797
Q16401	Q99460
P14866	P35637
P06493	P78344
P26196	P62993
P32302	P47992
Q5VTD9	Q92832
P16333	Q9BYB0
P30876	Q9NZC7
O75478	O95990
P35606	Q99459
P20042	Q13144
P42858	Q8IUH5
O95251	Q9HC52
P01562	Q13261
P12931	P61981
P11912	Q8WV28
Q14164	Q9H9B4
P42345	Q92574
P32456	P61604
P28482	P32121
Q6UX71	Q92542
P49768	Q02410
P05387	P61313
Q05519	Q08211
Q9UHD2	Q9UKB1
O60934	Q09472
P41235	Q15648
P19387	P51681
P27986	P54709
P41743	Q8WYR1
Q9NRM6	Q9UHF5
Q13489	Q9Y618
P56748	P56750
P33991	P33993
O00755	O95813
P27694	Q9BTY7
Q99459	Q9BQL6
P45983	P63000
P31273	Q15788
P24071	P32519
O00232	Q99460
P10451	Q9UKX5
P27986	P42768
O00329	P05019
P12757	Q8IZ52
O75015	Q8N6C8
Q13315	Q14790
P53779	Q86UL8
O95251	Q13415
Q08999	Q15329
O60675	P17544
P49023	Q14161
P22695	Q9BQ83
P25786	P60520
O00422	Q9H307
O14610	O60503
P18146	P63165
P20138	P41159
P46781	P46782
Q92765	Q9NRX1
P08637	P20963
O15211	P62070
P33993	Q96BK5
P12814	Q9UQM7
Q14204	Q9BUF5
P12755	Q9BZK7
P51809	P52594
Q13561	Q16659
O95347	Q8NEM0
P49716	Q8TF20
P51991	Q12986
P38405	Q8NGK6
O95819	Q9Y4K3
Q13261	Q9NPH9
P04637	P09874
Q16665	Q96CS3
P05106	Q9UQP3
P56545	Q92769
Q969T4	Q96EP1
P02747	P0C0L4
P23229	P26010
P07910	Q13526
P25963	P63208
O00253	Q9UGJ0
407021	Q9Y6K1
P31431	Q01955
P36873	Q9UQM7
P10916	Q15746
Q15303	Q6S5L8
P04899	P17252
P02751	P18084
P24941	Q14209
O14807	Q9Y4G8
P60866	Q00987
P04626	P15692
O95622	P62873
O43707	P13612
O43242	P55036
P13569	P16422
Q96CV9	Q9HA65
P51668	Q8ND25
P04049	P10415
Q14657	Q9NPF4
P32121	Q8NG80
A0JLT2	P30876
O60258	P35916
P28482	P67775
O95777	P83731
P35080	P63261
O75688	P43360
Q9BPY3	Q9P283
P18031	Q13526
P53350	Q96EP1
P12830	P40424
O75367	P15336
P09497	Q9NZN4
P40189	Q05655
Q00005	Q8IZS8
O75390	P01889
P46527	Q9UGJ0
P01375	Q13546
Q9NZI8	Q9UHX1
O14640	P50148
Q13261	Q8IZJ0
Q01081	Q15428
P43694	P52952
7012	O60832
Q16621	Q96BA8
P16615	P19438
P39023	P62633
P18146	Q16665
O14503	P40763
P05412	P45983
Q9NP71	Q9UGJ0
P26006	P53420
P49023	Q99942
P01563	Q6UXL0
Q9HB96	Q9NPD8
P01241	P30084
P01889	P17174
P16220	P48729
P31350	Q9UM11
P19838	P45984
Q13972	Q9HAV0
P04275	Q9UKX5
P32969	Q92901
Q01081	Q12986
Q14765	Q9Y6X2
P38432	Q8NHQ1
O00212	Q7Z5H3
Q10586	Q15393
P15882	P84095
Q13158	Q9Y3A3
Q13541	Q96B36
P05556	P53420
P06400	P20248
P18077	P50914
O43809	P40337
Q14CS0	Q8NFH3
O00141	Q9NTK5
406958	O75030
O00459	PB_10
P31947	Q14153
Q14671	Q9UFF9
O60739	Q9NR31
Q01094	Q05682
P06241	P29353
P27482	Q15746
P13232	P40189
O95049	Q96B33
P22626	P50616
O15169	P25054
P49716	Q8N335
P56703	Q5T4F7
O75030	P50458
Q07812	Q16539
P10827	P35637
P46531	P98170
Q5VSY0	Q9UMX0
Q02641	Q13554
A8MW92	P68431
P19793	P20226
P30519	Q9Y3C7
O00748	Q01094
Q8N1F7	Q9HC98
P78509	Q9UKX5
P00519	P42166
Q15303	Q9H0M0
O00151	P35609
P14210	Q04756
P01127	P07910
O14933	O15344
O60739	P62280
P35221	P60709
P05014	Q9UHF4
P27986	Q99704
Q9NQG6	Q9Y3D6
Q13261	Q9UHD0
P18124	P84098
Q15008	Q99436
P47914	Q9C0C9
P13569	P20823
O94822	Q92985
P51149	P61020
Q7L5N1	Q9UNS2
Q8N1C3	Q9NQX3
P01889	P52292
406933	P37275
Q13315	Q96S59
P23769	Q13547
O75159	P42702
Q99816	Q9NPF5
407046	Q9UKL0
Q13315	Q9HCF6
P20290	P30480
P53350	Q9H8V3
Q6ZTN6	Q9NRR5
P48454	Q9UM13
P62807	Q96QV6
P50402	Q9BRV8
P62829	P62913
P04275	Q13683
P84095	Q96BY6
Q13952	Q16181
P38936	P63244
O60675	Q16621
Q99941	Q9UQM7
P35626	Q96R08
A1A4S6	Q9H4E5
P23443	Q00987
P23470	P41240
O14662	O60499
P51991	Q01130
P01106	P38159
P63092	Q03431
P30304	Q13202
Q6ZVL6	Q9UI95
P35606	Q9UBN6
P04085	Q02763
Q00839	Q13535
P07339	P28482
Q6PI98	Q9H9F9
P27348	P48730
P05023	Q92569
P17096	P23511
P10145	Q15717
P16885	P43405
O43597	Q9C004
Q9UBL3	Q9Y5Z7
P62310	Q9UK45
Q92997	Q9UM47
P81877	Q9UBH0
O00471	P62330
P26012	Q14031
P11473	Q00403
P07437	Q00653
O00159	Q14240
P08648	Q03014
P32455	Q00978
O60832	P26641
P67870	Q6UVY6
P40337	Q8N6L1
Q9BYM8	Q9Y2X8
Q12873	Q99714
Q15075	Q9Y2X7
P42229	Q9UGK3
P04899	P22694
P19793	Q96HR3
P01579	Q14626
P53708	Q07889
Q15365	Q15714
P13010	Q8IW19
P35637	P52565
Q08722	Q5JXA9
P22694	Q08828
P15509	P35225
O15230	Q14118
O43439	Q9P2R6
P25100	P29992
P35251	Q14683
P01889	Q8WUM4
O14807	P14324
O15144	P62993
P35626	Q8NGR4
P10276	Q99743
O14543	Q6UXL0
P38405	Q13607
P84022	Q13573
P08107	Q13464
P16220	Q13315
P18074	P32780
O00299	P01889
A4D0S4	P16144
P62879	Q8TCU6
P68104	Q9HCK5
P16035	P50281
P23458	P32881
O60907	P35222
P01308	P10721
P42338	Q92569
Q01469	Q9Y478
P27986	Q9Y6Q6
P36897	Q08881
P01137	P26012
P05013	P15260
P11166	Q7L5N1
P61073	Q15853
P25398	P62851
O60359	P51817
Q5UE93	Q9C040
P19438	P20333
P78545	Q7RTR2
O00422	Q9UL03
Q16531	Q16594
P07437	Q99558
P61224	Q99558
P51149	P68371
P63261	Q04864
O75674	Q15075
Q8WYR1	Q9P2W3
O95136	Q03113
406921	P29375
Q6Y7W6	Q9Y2W2
P35998	Q5VTR2
P16520	Q9HBW0
P62993	Q9Y2Q3
P16401	P49916
P17844	Q13547
P12830	Q07890
Q8NFJ9	Q9Y613
P04439	P43628
Q9Y297	Q9Y2F5
P60900	Q16186
O60684	Q16594
P17693	Q14954
Q12933	Q9NRA0
P51681	Q8N138
Q14103	Q8IWZ8
P38936	P43246
O00182	P08648
406916	P35226
P08575	P48357
Q504Q3	Q58A45
Q02833	Q92574
P27482	P62140
P23246	Q9UK76
Q96QV6	Q9UQL6
P05387	Q9UNX3
Q13315	Q86XL3
P26441	Q14626
P14598	P19878
P51817	P62158
P03950	P13385
Q09013	Q9NRR5
P05388	P26373
P01112	Q9NYA1
O75116	Q9BZL4
P28482	P59768
P12931	P15153
P63208	Q86XK2
P62877	Q16531
406891	P01111
P0CG48	Q15628
Q15291	Q99459
P52735	Q15149
P60604	Q8IYW5
P34931	Q00613
O43889	P50402
P20823	Q13185
O14908	Q03167
P04899	P63215
P60880	Q13277
Q05193	Q14247
P55036	Q15008
P01011	P20151
P49750	Q99873
Q9HBW1	Q9UKV8
P05129	P0C869
P23945	Q5JWF2
Q06124	Q9UKJ0
P48551	Q8WXH5
P55036	Q16401
Q15831	Q96CW1
P04637	Q9BZR8
P41586	Q9HAV0
O14641	Q8TAD8
P27695	Q9UIF7
P11586	P78396
P31995	P46108
O94887	P62834
O60262	Q14831
O43684	Q9UJX2
O00273	Q16611
P04628	Q9ULW2
Q9HB96	Q9NPI8
P20823	P48230
Q13748	Q9Y6G9
Q9H814	Q9UNZ2
P60520	Q6UWE0
P38405	Q8NH87
Q6R327	Q92574
P09429	P39748
P14780	P17535
O15551	O95832
P50151	Q92633
A4D1E9	Q14197
Q8IY92	Q9NWU2
P31751	Q07352
P48730	P84022
P07355	P63104
P62807	Q96BK5
P63098	Q9UJX2
O15259	Q14289
O14775	O60266
O95639	Q7L523
P07858	P78556
P68036	Q96BK5
P52435	P62487
P67809	Q99558
P15153	Q07960
Q13547	Q96KK5
P12931	P50570
Q96B26	Q9UHC7
P19525	P62136
Q8IXI1	Q9BZ29
Q07889	Q13191
O95292	P23763
406983	P35222
Q15759	Q9Y463
Q13315	Q8N302
P29459	P38484
P04629	Q92529
P11216	Q93100
Q01718	Q96G30
O00305	Q15172
P61353	P83731
P25685	Q9Y4P8
P22607	P52797
P26373	P61313
P15153	Q9UKW4
O43143	O75554
P12882	P63261
O14625	P25024
O14920	P19438
P00533	P55060
P42704	P62330
P38405	Q8NGD5
P28482	P30480
P18084	P49746
Q00653	Q13748
Q9H9G7	Q9Y657
O15360	Q00597
P10276	Q12796
Q13017	Q9HAU4
Q09161	Q53F19
P08246	P20160
P14923	Q00005
P19105	P62140
P17600	Q9HC10
O15519	P58107
P00519	Q15036
Q16537	Q9H0H5
P04141	Q5VWK5
P51955	Q13042
O00459	P31751
O75995	Q9HCE7
P35225	Q07666
O14543	O95786
P05231	Q99962
Q9NQ66	Q9ULW2
Q08043	Q86UL8
P15153	Q9UN19
P10721	P17252
P48058	P49840
P08047	Q8N4M1
P22607	Q9H201
O14512	P14784
P18206	Q9GZM8
O00305	P22612
O15239	P03901
P48444	Q9NTJ5
P09471	P21554
O00221	P08238
O15085	Q03113
P63261	Q16827
P18146	Q96Q05
P37108	P62330
P38432	Q9ULV0
P05112	Q99062
Q8WXI9	Q9H3N8
P49642	P63261
P06213	P46109
O43676	O75251
P35568	P52333
Q15834	Q53H80
P52735	Q15633
P22392	Q9Y3F4
Q92882	Q9H204
P27816	Q96RT1
P08579	P30480
Q9GZT8	Q9NTM9
P02545	P62993
P31751	Q96DZ5
Q13509	Q96AH8
P01112	P29353
O95049	P57739
P28472	Q9NQX3
P05060	P17480
P16152	P23508
P07900	Q9H9G7
O14933	Q92560
P03372	Q13105
P30480	Q9NR30
Q6DRA6	Q6UXN9
Q14164	Q9BRT2
P19438	Q9Y478
P01570	P32927
P84098	Q02878
Q04721	Q8IZL2
P16220	P41134
P16520	P51817
Q15287	Q9NRR5
P21796	Q13268
O75676	Q13573
Q96LR5	Q9Y3C5
P23396	P62258
Q8NEU8	Q9UKG1
P24385	Q9NQB0
P34932	Q9H816
Q9NY46	Q9UKL0
P21802	Q9HCT0
O15198	Q05086
P06493	P50579
P26641	P78417
P00519	Q9H1R2
O43395	O75554
P22392	P25788
P35579	Q8NEV4
P25021	Q5JWF2
Q14011	Q99873
Q16543	Q9BSF8
Q01094	Q96B26
Q10570	Q9P2I0
Q86VP6	Q8IY92
O75084	Q9Y6F9
P04628	P18827
P43026	Q16671
P62877	Q9H469
P38405	Q9H208
P62993	Q14324
P35626	Q8NHC5
P25098	P35372
O95622	Q9NZT1
O14763	Q13158
Q14512	Q9HCT0
P62273	P62847
O75140	P25788
O00291	Q14790
P01106	Q92905
P49841	P59665
Q9H4E5	Q9Y3M8
O00716	Q13315
O15131	Q96B97
P67809	Q08211
Q9UBW8	Q9Y239
Q06330	Q99466
O43674	O95167
O95299	P03915
P35626	Q8NGH9
O15264	P05412
P46940	Q13191
P18858	Q13509
Q96BT3	Q96CD2
P24941	Q13042
P25098	Q14161
P25398	P63220
P54259	Q9Y219
P33993	Q14683
P06576	Q14197
P62993	Q13177
Q9BQA1	Q9H9G7
P01106	Q8IVH2
P78527	Q92900
P51610	Q6DN03
P23141	Q01094
P19438	P62993
P13501	P61073
Q9NYJ8	Q9Y6Q6
P61077	Q96PU4
O00341	Q13424
O95630	Q9Y3E7
Q96LZ3	Q9UJX2
P63218	Q9H1C0
O43918	P19174
P23458	P42224
P84090	Q15287
P60709	Q9H981
P54136	Q92844
Q99459	Q9UJV9
P51784	Q15831
O14654	Q00005
Q8N7P3	Q96B33
Q5U623	Q9UIS9
Q9GZY0	Q9H1J1
P29372	P51149
P35249	Q99459
Q15834	Q9HC98
P10275	Q99638
P18615	Q8IXH7
P45984	Q13077
Q14232	Q9BYD3
O96019	P38936
P16104	P23527
P45983	P63215
P61927	P62750
P63098	Q92934
Q14164	Q9HAV4
O14733	Q13153
P01834	P01857
P15153	Q8N392
P26358	P48552
P21917	Q9UK08
Q16778	Q9BZK7
O43318	P62877
P40337	P58876
P20340	P30480
P22301	Q9NNX6
O43741	Q12778
Q4KWH8	Q9ULU4
B1A4H9	P15509
P55317	Q9UBC0
P83916	Q13111
Q15834	Q8IYI6
O95084	P52797
P67775	Q969F8
P11021	Q13177
Q12778	Q15848
P15692	P21802
P40939	Q9H0R8
O14490	Q9BYB0
P23677	P27482
P32121	Q99683
P16473	P29992
P06241	P08575
O43908	P01889
Q14241	Q15370
Q00013	Q13188
P20226	P28360
O95166	P47869
P18146	Q96LC9
P62993	Q8IZ73
P16104	Q9NXR8
P04141	P15260
Q13761	Q13951
P22612	P23634
P98175	Q8IX12
Q15287	Q9UKV3
Q9ULE0	Q9Y5J5
P02549	Q01082
P12830	Q07889
406992	Q99583
P07910	Q14103
O60934	P78527
Q7RTN6	Q9H9S4
P11234	Q00535
P48549	Q9HAV0
P08729	Q15149
P56746	P57739
P51149	P62491
O14512	P26951
P20333	P62829
P12931	P26006
P68400	Q16625
O00170	P35869
O60894	P84996
P04004	Q92905
P22681	P42701
P49716	P78504
P20248	Q9UJX2
Q13077	Q9BYM8
Q15291	Q6DN03
Q07890	Q68EM7
P46379	Q99570
P62899	Q15843
O14939	P04406
Q16254	Q96B26
O15379	Q16665
O00329	P49418
P20073	Q14194
O60739	Q9Y3B8
Q8WZ42	Q969Q1
P10646	P13726
O43929	Q7L590
Q13315	Q5THK1
P15144	P54253
406885	P01112
O43541	Q9Y3F4
P51654	Q9H1J7
P29372	Q9UPN3
P20671	Q969S8
P02458	P08648
O00303	O60832
P02461	Q9UKX5
O15111	P08107
O15350	Q8WUF5
Q12933	Q9UM82
P05109	P15153
O43261	Q15047
O95819	Q13315
P51690	Q9Y2Z9
P20226	Q9Y265
O94832	Q15714
P38405	Q8NGM1
Q01974	Q13467
P20151	P35237
O15551	P56746
P05013	Q9HC73
Q06124	Q13291
P48556	Q13200
Q14197	Q9NX20
P61927	P83731
P04271	P04637
O60603	P08571
P62140	Q9NZT1
O14543	P52630
Q13111	Q9UIS9
Q8TAK5	Q9NWT6
Q14164	Q3ZAQ7
P17612	Q02930
P62736	Q92574
P01570	P14784
P00533	P12931
O95294	P01111
P25025	Q92994
Q16585	Q92629
P04637	Q9H7Z6
P54646	Q96B36
P08047	Q96AV8
P25705	P60709
P10145	P51685
P05166	Q14197
P01106	P62324
O94817	P58876
O14896	Q9H3D4
P20042	P68400
P22607	P42338
Q04724	Q99547
P49736	Q13415
Q5JSP0	Q9UBI6
P08727	Q8N6Y0
A6NM45	Q96AP7
Q15475	Q15834
P18146	P26651
O75800	Q96EP1
O95685	P62158
O00257	Q99496
P49736	P55199
P10145	Q14653
407025	P27986
P08912	P84996
P28482	Q9H1R3
O43676	P36542
P0C5Y9	Q13547
P10415	Q06190
P50991	Q9GZX7
P02751	P16144
Q96AH8	Q9BQE3
Q5VTD9	Q9NVP4
P15153	P53779
P08034	P29033
O14964	O15085
P38405	Q8NGE9
P01563	P48357
O75914	P16333
P22681	Q9ULH1
P24385	P62140
P07737	Q5T3J3
P22061	Q9Y4K3
P16220	P31751
Q8WV28	Q96B97
P29400	Q9HCN6
P25024	P80098
O75578	Q05397
P41240	Q03135
P54259	Q96R06
Q9BST9	Q9HCE7
P63167	Q96FJ2
P19793	Q07869
P51686	Q99616
O15111	P15509
P47914	P62891
P58107	P60520
P62837	Q15796
P15311	Q9UFF9
P67870	Q16543
P17252	Q9UBI6
O95197	P41227
P01106	Q00839
O95997	Q14674
P35968	Q9H4P4
Q13573	Q9H4L7
406962	Q12778
P43354	Q92793
P35568	Q13315
P02768	Q9P0X4
P12757	Q16557
P02766	P60709
P19320	P42338
Q00610	Q96CW1
P24928	Q9BYW2
P40337	P78396
P98177	Q08999
P12931	P14921
P03901	P17568
P0CG48	Q99759
P29474	P62158
P30519	Q9Y5X3
P11047	P24043
O00329	P10721
P22694	P42263
P12757	Q8N3E9
P45984	Q9BPZ7
P14866	Q14103
Q13501	Q9NQC7
P08195	Q9Y5J5
O00267	Q12789
O95777	Q9NZM3
P21673	Q12873
P01242	Q8N6P7
O43524	P04040
P62993	Q9H3D4
Q15796	Q9BQ52
O14526	Q05516
P25963	P38646
P16499	P63211
P01889	Q9BWD1
Q96D15	Q9UMX1
O75365	Q5SRE5
O60610	P07737
P38936	Q12778
Q01130	Q86V81
P20226	Q15788
P08571	Q14344
Q9UKD1	Q9Y692
P12956	P14625
Q13432	Q9NPA5
P53396	Q9UBN6
Q08752	Q9HAU4
P35244	Q9Y6F1
O60840	Q9P2W3
P84996	Q86XP0
O95295	P78537
Q8IY31	Q8TDR0
Q13123	Q2TAY7
Q13748	Q92974
P18031	P68400
P42226	P52333
P46109	P49023
P01889	Q15643
O43251	Q9NWB1
P22694	P46020
P52564	Q13177
Q6ZVK8	Q9NTM9
P19387	Q9NWA0
O95819	Q9BQ67
P51571	Q9BRT8
Q13620	Q6UXN9
406981	Q8WY64
O14610	Q99677
P30559	Q9NY47
P06213	P49765
P19367	P30613
P35626	Q8NGR3
406888	P05231
P16333	Q9UL42
Q8WXH5	Q9Y4H2
P22626	Q12986
P10589	Q00403
P30530	Q06124
P35626	Q8N0Y3
P07910	Q13242
P10809	P12830
P07202	Q99665
Q15139	Q8WUI4
P41220	Q9P2H0
O14807	Q13972
B5ME19	P05198
O00716	Q01892
O60244	P52630
P32927	Q9NPH9
P67870	Q09028
P61981	Q9H0B6
P08575	P08581
P09622	Q14197
P62158	Q9BQ83
O95208	P16234
P62263	P62701
P42702	Q13007
P22694	Q13131
O00141	P30049
P17812	P30504
P19883	Q9NRD5
P78314	Q9UJU6
A8TX70	P26010
406955	P40763
P05109	P38936
406906	Q9UPY5
P01308	P08581
Q09028	Q96T58
O60739	P42766
P61224	Q9BZL6
P42566	Q9H201
P60709	P61586
Q13535	Q6P9G4
P49736	P78396
P04179	P13535
P02787	Q7Z333
O95466	P07737
P01876	Q13009
Q13402	Q8WXG9
P15622	Q08379
P51532	Q16548
P10398	Q9Y243
Q01892	Q15306
P38405	Q8NH85
P46379	P61006
P61964	Q99880
O60216	O95072
Q12857	Q13315
P14373	Q9C0C9
P46108	Q9UN75
P18146	Q15910
P11217	Q8TD86
P12931	Q13905
P15884	Q9NR48
P29972	Q15654
P55795	P98175
Q04206	Q9Y265
O75844	Q9UET6
P16520	Q92806
P16220	Q7Z3K6
P38936	P41235
P62993	Q13568
P08138	Q9GZP0
P01568	P42702
O75554	Q15459
P45973	Q5T3J3
O95831	Q8IX03
Q7Z3B3	Q8NHQ1
O15524	P42701
O00585	P49238
O14512	P16333
A8K6C2	Q08334
P18848	Q9NZJ5
P00734	P05154
P26641	P53602
O43237	Q9BUF5
Q96BY2	Q9NS23
O95837	P25101
P55103	Q8NER5
Q8IZJ0	Q99650
P38159	Q8TBB1
P38646	P49642
P04629	Q8NEB9
Q96HB5	Q96L14
P11473	Q09472
P68431	Q15788
P08514	Q9HBI0
P32121	Q8NGH3
P24864	Q9H1A4
P84996	Q08462
P62899	P62917
P43243	Q15233
Q9BUM1	Q9UGJ0
P18146	Q5JTC6
P31749	Q7Z6J0
P0CG48	Q9Y253
P00747	P00750
P52815	Q00005
P18846	Q8N752
P24928	Q9GZS3
Q05639	Q13233
P23508	Q13616
O76096	Q9ULA0
P31749	Q68CJ9
O95816	P43686
P23470	P49023
Q13285	Q9H2G2
P08238	Q13233
Q15365	Q9GZN1
C9J798	P01112
P15018	Q14626
Q9UHD9	Q9Y3C5
P31751	Q92569
P05783	P10276
P41220	Q9Y262
P01127	P22455
Q86YC2	Q9UBU8
O00401	P46108
P31946	Q86X29
P13725	P48551
P32248	P80162
P36873	Q9NZJ5
P01106	Q9Y2B2
P00533	P31749
P27986	PB_10
P04637	Q96PM5
Q8IZL8	Q9NU22
P20248	Q96EV8
P53778	Q16512
Q8TEY7	Q9NR30
P63165	Q9UJU2
P48736	Q9H0R8
406971	O00716
Q16543	Q9HC98
P14136	P42224
O95817	Q9UJY1
P28482	Q01196
P05771	P08754
P49768	P62491
O95897	Q9HCK4
P22681	Q99665
Q13200	Q9HC98
P02686	Q96QT4
P54259	Q9P2R6
Q6UXL0	Q8IZI9
O95786	P45985
Q15303	Q9HAU4
P15153	P60709
O75554	Q16630
Q9P2J5	Q9Y6K9
P35626	Q8NGM1
P42224	Q06124
P62906	Q07020
O60516	P42345
P01106	Q9HC56
Q07864	Q92547
P02686	Q9UEW8
Q14318	Q9BVC4
Q13426	Q9NP87
O75521	Q12988
P04222	P49411
P42336	P62879
P38405	Q8TCB6
P35626	Q8NGT0
P20671	P23527
Q8IUQ4	Q9Y6H5
P04183	P08138
O95563	P05386
Q9H1D9	Q9UKR5
P00749	P00750
P49450	Q96GD4
P04049	P08238
Q07812	Q6UXS9
O95059	Q9UMN6
O95819	P46777
P12004	P68104
Q16531	Q8WV16
O15520	P29317
P20138	P43405
O00141	O00303
P46531	P78536
O43251	P55795
P31314	P50553
P38936	Q07890
Q13813	Q9NPI8
Q12933	Q9UQC2
O60831	P62745
P15884	P41134
P32121	Q8NGT1
P36897	Q15669
P05783	Q16539
P62158	Q9H0B3
O14593	Q16650
O94972	P62256
P09603	Q02763
P55854	Q7Z417
O15519	O75618
P49720	P60900
P19338	Q05513
P25963	Q09472
P50148	Q9UBY5
O43318	P45983
Q13315	Q9BZK7
P29466	P50453
P32121	Q9H207
P01588	P10912
P01111	Q07889
P78527	Q16254
Q8WUM0	Q8WYP5
Q03164	Q8WVC0
P78406	Q9H4D5
Q9GZR7	Q9NXB0
O15264	P19525
P13569	Q9H3V2
P18754	Q8NFF5
Q9BQ87	Q9Y618
P02458	P26006
P35626	Q8NGG8
P00519	Q14315
P10275	Q99933
O15111	P08238
O95467	Q8NFM4
P17844	P31943
P16520	P48051
P17275	P24385
Q9Y3D7	Q9Y605
O15198	Q9BRR9
Q01094	Q14209
Q71UM5	Q9UKV8
Q8TCU6	Q9P2W3
O14933	Q86UD3
P16619	P51685
P06576	P61981
P84022	Q8TAK6
O15504	Q9BW27
P00338	P08238
Q16836	Q9Y478
Q14332	Q15147
P25942	P52333
P01106	P05023
Q7Z460	Q9UPY8
P05771	P30154
O95786	Q14164
O14920	Q9UDY8
P10147	Q00978
P20073	Q9H553
O00165	P27348
Q8NBZ0	Q9H981
P29466	Q9NWB7
P23508	Q96L92
P47914	P62945
P13498	P63000
P22607	Q9HCE7
P60568	Q8N6P7
O43809	O75530
Q6ZU52	Q9BUH8
P00533	P42574
P10074	P38936
P01871	P12018
Q00653	Q08211
O75376	P10276
P62244	P62277
P17252	P62714
P49736	Q96H20
P31947	P56524
Q96L33	Q9BRR9
P01112	P22455
P01236	P08887
O60264	Q9UIG0
P12814	Q9BUZ4
P49841	Q13163
O00222	P04899
P32121	Q8NGY6
26765	P20226
O95229	Q9H081
P48200	Q9BYM8
P37231	Q9P2D1
P01242	Q969J5
P30291	Q9Y297
P22694	Q13522
O95400	Q9UHX1
O14640	Q9Y608
P12004	P62987
P20809	P42701
P12931	P31994
O14640	Q15334
P04637	Q13547
P27361	Q14247
P03886	P17568
P04150	P28562
O15047	Q16778
P18206	Q14011
P13727	P17676
A0JLT2	Q9NTJ3
P35609	P60709
P27986	Q9H204
P15923	Q9NR48
P62807	Q9P0M6
P16104	Q92993
P63104	Q9UKX3
O95347	Q13573
P11940	Q13315
P38936	Q7L590
O95168	P03901
P07237	Q96HE7
P62910	Q14164
P17612	Q92793
P09471	Q86XP0
P30154	Q13698
P04198	P61244
Q15139	Q96B18
Q8WZA2	Q9NRZ7
P27986	Q9NQ76
P11055	P63104
P63104	Q9Y4D8
Q13554	Q7Z3S7
O43752	Q13315
O00623	P40855
P98082	Q5SW96
P33176	P61981
P52333	Q06124
P63104	Q00536
P46459	Q9Y383
O95999	P45984
Q13077	Q13490
O95704	P00533
P06400	Q00534
P52952	Q92833
Q13098	Q9HA65
P61247	Q14164
P30876	Q6PD62
Q6VMQ6	Q9NPJ6
P31749	Q6R327
P55211	Q8WYR1
P54840	P62140
P32121	Q8NH05
Q96QV6	Q99880
P08588	Q9HD26
P10398	Q07890
P23458	P48736
Q14919	Q9Y2V7
P98175	Q9NRR5
P19883	Q9H7E9
Q7Z699	Q9UJ70
O60343	O94916
O75496	Q12834
P41279	P46734
P01100	Q9Y2K7
P62136	Q08289
P08865	P62753
P22612	Q08493
O00560	P12931
P54253	Q70EL1
Q8NB91	Q9NPD8
P24928	Q15560
P42574	Q13490
O15541	Q14498
P17252	Q08828
Q14D04	Q9Y2Q3
Q06830	Q14653
O95631	Q6UXZ4
P38405	Q8NGI2
P15927	Q13156
Q9UHI6	Q9Y478
P48736	P63211
P22455	P35568
406947	O00470
P01589	P22681
Q9BS40	Q9Y266
Q8N205	Q9UK32
P52294	Q06455
P26583	Q99684
P45983	Q12796
P32121	Q8WZ92
P54709	Q92569
P35228	P47712
P17612	P42261
P19447	Q13888
Q9HAW0	Q9UDX5
O75914	P53671
O00574	Q8NHW4
P78508	Q13424
P28221	P50150
P01106	Q68BL7
P12956	P16284
O14640	O60353
P54750	Q8TD86
P49662	P52701
Q99750	Q9NX55
Q9BWH2	Q9NXU5
P19367	Q96GD3
Q16539	Q9Y6W6
P31785	Q9HBE5
P48552	Q9Y6X2
P00491	Q5RL73
O95379	Q93096
Q13315	Q16822
51639	Q9UKE5
Q93077	Q93079
P15056	Q13526
Q9Y2T4	Q9Y698
P27986	P42680
P0CG47	P68036
P63218	Q13698
P26715	Q13241
P35626	Q9H344
P20827	P54764
Q9NVC6	Q9NWA0
Q05513	Q9H492
O43298	Q8TAP4
O14610	Q5JWF2
P35609	Q16864
P67775	Q66LE6
P01589	P15884
Q9BTT4	Q9Y3A3
O15239	O96000
O00267	P16104
Q15038	Q96K80
P46108	P48736
O43889	P05129
P54198	Q99459
P07996	P08648
P19838	Q13233
O75955	P05089
P06400	P37231
P04792	Q96ID5
P13569	P34925
Q9Y5Q8	Q9Y5Q9
P23284	P42229
P16871	P40763
Q07954	Q15485
O43353	P08670
O95400	Q14683
P04626	Q15303
P01106	Q96PU5
O43242	Q5VTR2
P25398	P60866
P62140	Q9UF02
Q13976	Q16539
Q676U5	Q9H082
Q14627	Q8IZJ0
P07384	Q00535
P52272	Q99558
P49207	P61513
P01889	P23526
P20231	P27986
Q08945	Q96QV6
P25788	P49642
P43364	Q96EZ8
O94817	Q9Y3U8
P02545	P63104
Q12789	Q9UL18
O75461	Q9H2F5
Q13555	Q9NZT1
P63151	Q96Q15
Q14197	Q99623
Q15583	Q9NVU7
P78552	Q86WN2
P05129	Q15118
P32321	Q8TBB1
O00217	P03905
P60866	P62753
P07900	Q9HCU9
P31939	Q14164
P62993	Q9UIF9
Q8IU54	Q8N6P7
Q96PU8	Q9UKM9
O95711	Q99467
P18754	Q8IZ69
P07949	Q9Y6I3
P51817	Q9H1R3
Q14686	Q9BT22
Q13619	Q8TC44
O00329	Q9UQC2
P41597	Q16663
P25024	P78423
