#node1	node2
Q15811	Q8TAQ2
P27816	Q96RT1
O00233	P35998
P00519	Q9BXM0
O60603	P01100
O14867	P15559
P51531	P51608
P52306	P60953
P20936	P29323
O15516	Q49AN0
Q13263	Q9P0U3
Q96EP1	Q96LR5
P01589	Q8IZI9
Q68CP9	Q96GM5
P16070	P21926
O75533	P49841
O15360	Q86U86
P13569	Q6UX72
P38398	P62805
P42858	Q96ST3
O95750	P07333
P51003	Q16629
P01243	P67870
P00492	P01889
P01106	P55036
P30305	P62258
P26368	Q9BUJ2
O00231	Q9H7U1
P34931	Q13535
O14610	Q9H1C0
O60496	Q9NVP2
Q13404	Q8ND25
O14543	Q9HC73
P61981	Q99683
P33778	Q86WJ1
P02649	P04156
O95470	Q86WV6
O43924	Q92834
P56856	Q96AP7
P22090	P62269
Q13526	Q9Y6Q9
O43678	P03886
Q9H9Q2	Q9UNS2
Q07890	Q96PV0
P05231	P16220
P32121	Q8NH48
P41091	Q9UI10
P01566	P78552
P06493	Q16667
O43290	Q08170
Q99459	Q9BZD4
Q9H4K1	Q9Y620
Q07817	Q09472
Q01344	Q86WN2
P29466	P52565
O94972	Q9Y4K3
Q14181	Q8N2I9
Q07889	Q86YV0
P50151	Q9HBW0
P52797	P54764
P55735	Q15436
P05230	Q07889
P32302	Q8WTQ7
P18440	P41227
Q8TBB1	Q9Y620
P01106	P38398
O43583	Q9ULC4
P04075	P16104
P41182	Q9Y618
P36954	P61218
Q16665	Q9C0J9
Q09472	Q9UQM7
Q06432	Q9Y2T4
O43463	P29590
O95433	Q9HC98
P35579	Q9H9G7
P61586	Q9NRY4
P29466	P60174
Q969J5	Q9NPH9
P49841	Q9NXS2
Q9BQ95	Q9Y4K3
Q08828	Q13557
P38936	P46527
P62140	Q13224
P51948	Q13330
P45984	P50150
P07550	P34947
P05107	P12931
P60568	Q13261
P18146	Q9UGC6
Q13555	Q14934
O95067	Q9UJX2
O75044	Q9H4E5
406985	O60315
P04049	P61224
O60341	P02708
P09471	P48544
P08138	Q9Y5V3
O60733	Q02156
O15162	Q15637
Q7L7L0	Q8WUI4
Q06323	Q13200
P26992	Q8IZJ0
P38405	Q96R27
P35626	Q8NGL7
P14784	Q9P0W0
O15372	P08238
Q8TAD8	Q99613
P18146	P18858
O95067	P24522
Q13530	Q9H173
P21741	Q02543
O15551	O95484
O00329	P09471
P00747	P07355
Q8N5H7	Q9Y6H5
A8K6C2	P16471
O14745	P16070
O43676	O95168
P01579	Q8IU57
P00747	P00749
P42771	Q09472
P00374	Q16254
O75665	P56537
P15336	Q9Y230
O00214	Q14624
O00463	Q93009
O15379	P29374
P05783	Q8IUC4
Q15185	Q9UET6
Q09472	Q13952
O60840	P62873
O75582	P22612
Q99759	Q9Y230
Q9UIF9	Q9UIG0
Q14139	Q7Z434
O75376	Q9UI36
P51685	Q07325
P04626	P46109
P53355	Q8IZJ1
P28340	Q13573
P61758	Q99759
P14784	Q9HBE4
O94818	Q16659
O14737	P13686
Q01668	Q06190
P31152	Q07890
P10914	P14316
P20702	P46109
O43318	Q15628
P07910	Q99459
O43143	Q13315
P17252	Q96A00
Q05655	Q3MJ16
O14775	P35626
P26006	P49746
P35580	P62993
P57059	Q53ET0
P43631	Q06124
P62136	Q8NG31
P98095	Q12830
P04118	P18146
Q05655	Q96B18
P07948	P40189
Q14197	Q9NP92
P34947	P51681
O75899	P63211
O75995	Q9HCE7
O95786	Q7Z434
P17483	P22415
P62979	Q93008
O94921	Q04917
O95471	Q16625
A5PL33	P49840
P38405	Q8NGX0
Q14197	Q7L0Y3
O43374	P01112
P10600	P55103
O75084	P56704
O43889	P32246
Q07666	Q13882
Q99708	Q9NY61
Q5VZM2	Q9HB90
O43390	Q8IWZ8
P22626	P35222
P62258	Q9H4A3
O14777	O60925
O15211	Q07889
P21860	Q16665
O94842	Q13573
P05412	Q10586
P14866	Q8N1I0
O14777	Q53G59
P12931	Q06124
Q15796	Q9NZJ7
P31946	Q86X27
P15923	P28482
O75460	P49768
P13232	Q8IU57
P02774	P98164
O14788	O95248
O95167	P03891
P98175	Q04743
O15111	O94832
O94762	P16220
P32298	P35372
O60266	P63218
P18124	Q9UKV8
P60763	Q96BY6
P04626	P05019
O95626	P18146
Q01780	Q86UX7
O15013	Q14161
407021	P56817
P14151	P17252
P18848	P19387
P62191	Q9UL46
P38398	Q12962
Q13769	Q9GZY0
Q00005	Q02641
Q8WXK3	Q9NWT6
O00257	Q9Y4K3
P08572	P13612
P16220	Q8NE22
P47712	P63096
P32121	Q00987
Q16543	Q9BSF8
O95644	Q15759
P62310	P62318
O14896	Q6ZN30
P16104	Q8NBJ7
Q15369	Q8N668
P49841	Q07820
P42575	P99999
P14136	P23297
P48729	Q9UJU2
P07766	P43405
P05386	Q9UNX3
P27361	Q15349
Q9BTT4	Q9UHV7
P16144	P26006
Q14289	Q99683
P22670	Q9Y5V3
P47756	Q00005
O95067	Q9UM11
P04637	Q6AZY7
P49674	Q96B18
P10809	Q07820
Q13315	Q7L590
O75925	Q9P1Z2
P54259	Q8WYB5
P27797	P63104
P52294	P61968
P05787	Q13895
A8MT69	Q0VG06
P12110	P56199
P15927	Q6PCD5
P78537	Q9H8E8
P35222	Q9UJU2
P35579	P62993
P48051	P50150
P54284	P62136
Q9BT78	Q9NS73
P55072	Q8NHG7
P28065	Q96J02
P62879	Q92633
P36873	Q8TCU5
P54257	Q08752
P00533	P05362
Q86WB0	Q99459
O14933	Q9C040
P41182	Q06187
P17302	P22694
Q96EK5	Q9BS34
Q7Z5Q5	Q9Y2S7
P30291	Q58FF6
O15530	Q05209
P50151	Q8TCU6
Q86WN2	Q9HC73
P45984	Q15427
O43674	O95169
P62333	Q9Y5K5
P61962	Q8TEW0
P27986	Q8IZP0
P10599	Q9HC24
O95371	P38405
P38405	Q8NGB6
O00459	P36897
P0CG47	Q15038
P08700	P78552
Q13467	Q5T4F7
Q13315	Q86UW7
Q04323	Q13535
Q14164	Q9UL25
P63000	Q8TCU6
P39023	P61254
Q15561	Q9UJU2
O15530	Q12913
P28340	Q9Y2Q3
P01106	Q9UBK5
Q14103	Q16659
P49888	Q8TC92
P51116	Q13137
P04003	P0C0L4
Q96ES7	Q9H8E8
P08238	Q96P20
P51003	Q10570
P78527	Q14683
P19838	Q9NPB9
P13500	P51671
Q13418	Q9NTJ3
P02649	Q15915
Q71UI9	Q9UQL6
P01889	Q16740
Q06787	Q9UL18
P40763	P63000
Q13535	Q15029
P04083	Q92796
O95382	P52564
P40933	Q6UXL0
Q12983	Q16548
O14936	Q9BZL6
P25774	P55957
P00519	Q99259
P36896	P37173
P0CG48	Q9UK53
P49406	Q969Q1
O00571	Q7Z6M2
P42766	P61254
P40337	Q7Z443
O15524	P52630
Q15172	Q9Y243
O00144	O14904
A6NMX2	Q9BUB5
P06127	P21854
P01106	Q16881
P35268	Q07020
P11802	Q9UIV1
O75815	P29692
P62910	P98095
P04626	P06493
P35030	Q8TEW0
O75376	Q99933
P30050	Q9UQ80
P01116	P21359
P35914	Q15041
O00459	P42338
P13236	P32302
P48051	Q9P2W3
O43255	Q9GZU2
P06400	P63244
O75508	Q9UDY2
Q16520	Q16649
P30153	P62714
Q9H9Q2	Q9Y4E8
P08183	Q03135
Q9NPA5	Q9UKR5
P16619	P25025
P08865	P62266
O60861	Q96F07
Q13573	Q16181
Q99570	Q9C0C7
P63104	Q9UKX2
P23508	Q9UGP8
P11836	P22415
Q96A65	Q96EV8
O15264	P23526
P60880	Q7Z6L0
P02747	P0C0L5
P15498	P52735
P11142	Q99558
P30050	P42766
P23142	P48745
P52657	P62380
P25942	Q7Z591
Q13546	Q8TEL6
P17028	P57086
O96000	Q9P0J0
P17612	Q16816
P02775	P51677
P20809	Q9HBE5
Q00653	Q12789
Q13535	Q92900
O14776	Q15428
O60684	P61604
P01106	Q14129
P01871	P40259
P05026	Q8IZ69
P29992	P47712
P01241	Q6UXL0
O15504	Q8NFH5
P01889	P26639
P17081	Q13009
Q14197	Q9BYD6
Q99496	Q9Y2X8
P07384	Q9GZM7
O75159	P40763
P22087	Q96RS0
P48065	Q96RT1
P17252	Q16236
Q8WXS5	Q9UQM7
P62750	P63173
P01106	Q8TEQ6
P01106	Q9UM21
P10586	P53355
P51817	Q14573
P08865	P60709
P17542	Q99801
O14576	Q96G01
O00505	Q96DF8
Q5VSY0	Q9P0V3
O75084	Q92997
P33993	Q6IE81
P29323	Q12974
P67870	Q9Y5Z7
A0JLT2	O14645
P52630	Q9Y2T4
O60684	Q16594
Q00005	Q562F6
Q16659	Q9UQ07
P41594	P48454
P13631	P19793
P25942	Q13114
P67775	Q7Z3S7
P49773	Q9Y265
P61254	P61353
Q13177	Q14697
Q96CS2	Q9H6D7
O14965	Q13522
P78352	Q9BTT6
O15355	P49286
Q5T3J3	Q9H1D9
P04049	Q13362
P01106	P13804
O00755	O75197
Q6P2E9	Q99459
P07437	Q00653
P18545	P63211
O60262	P27986
P42858	Q13363
P07949	Q13480
Q14192	Q15311
O60674	P48357
145781	P35998
P49736	P55199
O15265	Q9Y6J9
Q15034	Q9UHD9
P23945	P32298
P19793	Q07869
Q12879	Q9P0X4
Q15750	Q8WUM4
Q9UKE5	Q9UNM6
P10586	Q92529
P01112	P42684
P62906	P62917
P07900	P30291
P42262	Q13224
P11021	P11142
P19419	P27361
Q02790	Q9HAU4
Q16643	Q9Y572
O60341	P17542
P03372	P29350
P47712	P50148
P61978	Q9H3D4
P12110	P18564
P01562	Q99062
P53778	Q99956
P02768	Q9H974
Q15633	Q9UPY3
P62993	Q92930
P15514	P29034
P01891	P61769
P29350	Q9Y6R4
P32246	Q9Y258
P78362	Q8WYA6
P18848	Q9HBH9
P45983	Q8TEQ6
Q05639	Q9Y6K9
P19878	Q16539
P27694	P78527
407054	O75896
P62805	Q9NXR8
P00441	P13473
O75486	Q9Y6J9
P04637	P18847
P12931	Q04759
P11940	Q9UKV8
P17858	Q14164
Q13733	Q8WYR1
P22455	Q9Y6I3
P27815	Q9UQM7
Q92830	Q9Y6Q9
Q04771	Q9NYN1
Q7Z2V1	Q8N1F8
Q13393	Q92569
Q13191	Q99962
P16220	P27361
P10636	Q9P0L2
Q15796	Q8NF50
O75347	P18146
O00744	Q9NPG1
P01106	Q08722
Q16665	Q9UIJ7
P84095	Q92558
O96017	P41236
P05386	Q5UIP0
Q8WXI9	Q9H334
Q01668	Q66LE6
P38405	Q8NGT5
Q15633	Q9UKV8
O60343	Q9NR30
P51955	Q96RY7
P12004	P20248
O95985	Q9H9D4
Q99459	Q9Y613
P63104	Q99460
P04406	Q99558
Q05397	Q9Y4G6
P48454	Q9UJX2
P19086	Q3MJ16
O14986	O43791
O43657	Q12873
O15144	Q9P1U1
Q14839	Q9BTC8
O14493	Q96B33
P35626	Q8NGR5
P19429	Q9Y2T4
P22612	Q07699
P14174	Q9Y478
O15297	P46777
P49810	Q99828
O60674	Q14765
O94992	Q4G0J3
P12956	P55769
O94885	P12757
P35916	Q92913
P46783	P54257
Q02045	Q9H1R3
O15111	P05771
Q16236	Q9NZJ5
P62993	Q92743
P60900	Q00987
406954	P46527
Q14197	Q8NI60
P18146	P46527
P02749	P62993
O43521	P10644
P32298	P46094
Q9H1J5	Q9NPG1
P37231	Q9NQR1
O15160	Q14191
Q8N5Z5	Q96CV9
P05787	Q06124
P35558	Q12778
O60503	P05771
O94972	Q8N720
P43405	P52735
P35580	P40424
Q13547	Q9P0M6
P25940	Q13683
P04049	Q07889
P30511	Q13241
P18146	P46937
P62829	P63173
Q09161	Q53F19
Q99062	Q9UBD9
P13236	P25024
Q15583	Q15796
O75643	Q96DI7
A1A4S6	P63000
P48740	Q13387
Q8IXI1	Q96QB1
P05556	P60709
406947	Q13546
P31995	Q8IYS5
P20333	Q9NRQ2
P50502	Q15796
P49757	Q8IUQ4
P62877	Q15796
Q13136	Q9Y2X7
O76071	P10155
O43768	Q96SI1
P09471	Q68DD2
P61812	Q9UBG0
Q12873	Q13155
Q99758	Q9UQV4
P61024	Q13309
P06213	Q00722
P52272	Q08211
Q15382	Q8N122
Q9UHD2	Q9Y230
P19440	P43490
P51531	Q9NQC7
P31749	Q15172
P54136	Q9Y6K9
P26599	Q13247
O43597	Q05516
P58401	Q8NFZ4
P08571	Q14689
P25787	Q9H1Y0
O75051	Q5VWQ8
P16070	Q05707
Q9BQ66	Q9BYD3
P51817	Q9UGJ0
P05198	Q9Y4K3
Q9NPF5	Q9NV56
Q00839	Q9BUJ2
P62136	Q9UQM7
Q00403	Q16548
O14640	Q6DKJ4
P25025	P42830
Q16543	Q92956
Q96EZ8	Q9C086
P09429	P10599
P52735	P78314
P48507	Q92956
Q15542	Q5VWG9
P05026	P42336
P00505	Q9H6R6
P00746	P02768
Q01105	Q9UKE5
Q9BQA1	Q9H9G7
P35626	Q8NGE9
O95837	P05067
P22694	Q15759
P10276	P49788
P10144	Q92934
O75460	P45983
Q9H1J7	Q9H237
P26368	Q9UET6
P18146	Q96LC9
O00626	P61073
P05556	Q9HBI1
P32881	Q01344
P10586	Q16620
P21860	Q96B97
Q13555	Q70SY1
P62879	Q9UBY5
P41743	Q9NPB6
P05015	Q6UXL0
P10828	Q9NVC6
P27694	Q8TD31
P07942	Q13683
P27986	P50570
P21802	Q9NSA1
Q15750	Q9UIC8
P67775	Q16589
P04222	P49411
P43246	Q9P2S5
P41743	Q15334
P05388	Q9UL18
P19838	Q16659
P09661	Q7RTV0
406959	Q9Y297
P33240	Q9H063
Q96BK5	Q9Y283
P09496	P53680
P62714	Q16537
P98170	Q96FJ2
O00442	P20700
P78543	Q96LI5
P35626	Q8NGS2
P10644	P35520
O15067	P01889
Q15185	Q96BK5
P08069	P10767
P07942	Q9NZC7
P56705	Q96HF1
P62837	Q9C035
P63151	Q13698
Q66K89	Q96KQ7
P01011	P51124
P17947	P33076
O15259	Q9NRR5
P01588	Q13651
P02458	P26012
P42702	Q13007
P26599	P55795
P62256	Q86Y13
O75112	P02768
P14635	Q99640
P11309	Q14765
O43765	Q13232
O15525	Q5RL73
Q04721	Q86UW9
Q8N6P7	Q9NPF7
P05000	P26951
P60228	Q13315
O60675	Q16621
P16035	P51512
A0JLT2	Q13427
P62158	Q00653
O00231	Q9UL46
P18848	Q9Y243
P61073	Q99731
Q02750	Q9Y6X8
Q9Y4K3	Q9Y6K9
O14965	P41236
P0CG48	P84022
P14866	P38159
O43915	Q02763
P38432	Q13895
O43747	P61966
Q14626	Q8IZI9
Q9P2H0	Q9ULJ1
Q07890	Q13191
P04792	Q04206
O43677	O75251
P32121	Q96R47
P08047	Q13393
P62877	Q9UK73
P49916	Q14191
O14905	Q9H461
O94864	Q96BN2
Q02363	Q08999
Q99459	Q9BXT8
P08238	Q9NR45
Q04206	Q86UE4
P31947	Q9BRG2
P52198	Q8N1I0
O14745	P09619
Q14160	Q99459
P62837	Q9Y3C5
P38398	Q96CW5
Q16520	Q16534
P24941	P62877
P80303	Q14790
Q15596	Q92793
O14980	O15504
P04183	P54252
P23508	P33993
P32927	P50570
Q92769	Q9HD15
P42285	Q66LE6
O43281	P46108
Q01201	Q96ST3
P48454	Q01668
P01857	P49327
Q13573	Q9NUQ8
P13725	P32927
Q13823	Q9NY93
P17844	Q9NWQ8
Q10567	Q99459
O15259	O75369
P46734	P61224
P08648	P12109
O15239	Q14789
P13489	P49411
P22415	P61769
P50148	Q9NS75
O95793	P31749
P06746	Q96FI4
P15498	P63000
O95793	Q15435
P38405	Q8NGR8
A5YKK6	Q9UFF9
Q13535	Q14186
P53667	Q13177
O94874	P51965
Q13007	Q969J5
O00141	Q52LJ0
P19012	Q96ES7
P28702	Q9Y2X0
P04899	P63211
O00429	Q08209
O60879	P60673
P04049	P67775
P46779	Q02543
O15169	Q15172
Q4VXU2	Q9H074
O43264	Q15714
P08581	P55075
O75800	Q13404
Q9H4B7	Q9Y6G9
P49643	Q14181
O43257	Q9Y230
P01567	P78552
406983	Q92560
O15498	Q96AJ9
P35968	Q96B97
P09874	P42574
P24941	Q9Y5Z7
O75365	Q6P3X3
P41145	Q96AW1
P06756	Q8IZC6
P01570	P26992
P53805	Q99558
P15813	Q8N423
Q9NX02	Q9ULZ3
P30260	Q9BS18
O43809	O75530
P07949	Q13191
P38405	Q8NGY3
P17612	P62879
P49368	P62714
Q01101	Q13509
P37198	Q9BVL2
P08708	P62266
Q13310	Q9UIV1
P17181	Q8WXH5
P02788	Q96JB5
P18077	P27635
P62993	Q96RL7
P01568	P48357
P01889	P37108
P00519	Q14191
P54259	Q9HAU0
P07996	P15692
O15357	P00533
P11171	Q15828
P01889	Q08211
P34903	P46459
O75251	O95139
O43182	P01106
P16234	P19174
P15502	Q14112
O14933	Q8TDB6
O00144	P41221
O14543	Q01344
Q05513	Q13546
P35626	Q9H2C5
P11021	Q03135
P51681	Q03405
P24522	P98177
P27361	Q13202
P11047	P26006
Q5JSL3	Q7L0Q8
P16333	Q92831
P24941	P38398
O00571	Q9Y4K3
P38484	Q969D9
P20340	Q01968
P52597	P67809
O60739	P35244
P11229	Q9UBU3
P01730	Q9NZD8
P34931	Q99683
Q10570	Q9NP77
O95347	Q86XI2
P06730	Q14103
O94979	P53992
P29597	Q9ULV8
P0DJD0	P46060
P15153	Q13576
P05015	P40189
P62753	Q6R327
P09619	P23469
O15372	P41091
P41227	Q9P0T4
P08069	Q01970
P31943	Q9UKM9
Q14738	Q9UF02
P17948	Q01970
O75143	Q8IYT8
P46940	Q00653
P53365	P84085
P0CJ72	P25090
P16581	P35609
P22612	Q8TEY5
P00533	P11487
Q15428	Q9Y6A4
Q15427	Q15811
P32121	Q8NGJ6
P17483	Q15853
Q05655	Q9NR28
P23508	P30040
Q13153	Q9NWT1
P35626	P62879
O15162	P12931
O75822	P47813
P61587	Q8N392
O43586	Q9ULH1
P19174	P27482
P53778	P62879
P12081	P26641
406906	O75781
O95178	P03901
P39880	Q13535
P01106	P17812
P17980	P62191
P04626	P49767
P42338	Q06187
P46108	Q92569
406989	P08581
P21796	Q15388
P08107	Q14197
P60709	Q08945
O95182	Q9NX14
Q99594	Q9NQB0
P68366	Q96NA2
Q9H1C4	Q9NR97
O60784	Q14919
P06241	Q9HCQ7
P00519	P21709
P32121	Q9GZK7
Q8N205	Q9UJ70
P38405	Q8NGG6
Q02750	Q96RU8
Q96HC4	Q9UM73
P13569	Q99626
P26641	Q00613
P45983	Q9P219
O15198	Q9P2E9
Q03014	Q04724
P35813	Q92997
P15018	Q9HBE5
P55795	Q14498
O60941	Q96A04
O95257	Q15910
P10275	Q8IXH7
P56537	Q8TC92
P30872	Q9UBU3
P17480	Q9NPF5
P11142	Q14005
O75578	P16144
P84095	Q9H0H5
O43516	P62993
Q86U86	Q9P2D1
P43351	Q92698
P08138	P49767
P06401	Q9Y6X2
P63096	Q14980
Q14164	Q92769
P30511	P43626
Q8IZ08	Q9Y5V3
P00747	P08697
P49815	P53355
P08700	P26951
O00264	P01889
P05113	P16471
O00264	Q86Y56
Q8IZP0	Q8N4C6
7503	O75530
P54132	Q2NKX8
O15264	P27824
P32121	Q13607
P18206	P60673
Q15435	Q9UD71
P62993	Q99572
P81877	Q01844
O94906	P51531
P05023	Q9UEF7
Q5VVX9	Q9BYE7
P46783	P98095
P55157	P78524
O00193	P10074
406883	P01112
P06576	P25705
P06396	P42574
P09619	Q12913
P35626	Q8NGX5
O43561	Q92835
O43292	Q13526
P56537	Q9Y265
Q9UL18	Q9Y230
P36507	Q05655
P48551	Q9P0W0
Q14566	Q8WYB5
407040	Q02750
P14625	P38646
P08047	Q15759
P01112	P53778
Q13485	Q9Y297
P21673	Q9NPI5
P21452	P30679
Q92608	Q9H4E5
O43921	P35968
Q15645	Q9H4B4
Q14919	Q9UBS4
Q03518	Q13087
Q8TES7	Q96CN9
P22612	Q16816
Q13485	Q9NYN1
P02775	P51681
P25963	P62829
O60869	Q13133
O95989	Q9NQW7
P27986	P62834
P24158	P84022
P30679	P34981
P32121	Q8NH50
P01308	P27986
A8MT69	Q00597
O43572	Q5T2W1
O00483	O95139
Q9HAV0	Q9Y572
P08238	Q96A26
P23458	Q92783
P15391	P60033
P04899	Q01668
P05976	P68133
P35626	Q9H2C8
P18827	P25940
P29466	Q9NWB7
O00422	Q96ST3
O43809	Q92989
P42771	P84022
P56524	Q16778
P13569	Q10567
P25440	Q15906
P49736	Q9UBD5
O75489	P35232
O95208	P22455
P78352	Q14160
P62258	Q92974
P55036	Q13535
P08134	Q07890
P15516	P18146
O00198	Q01094
O14744	P31946
Q8TEW0	Q9NQS3
Q16795	Q9Y375
P50454	Q6UXH1
O95402	Q9BTT4
Q13409	Q14203
P14416	P50151
P05060	P18754
P08173	Q9HAV0
O95786	Q14164
P49841	Q6UXH1
P52735	P60763
Q15287	Q9UKV3
O43678	O95167
Q13315	Q9Y6J0
O75445	Q9HBM0
P51398	Q15788
O15235	Q9UKR5
Q6ZRQ5	Q96HA7
P61247	Q9HCK5
O60493	P01889
P40763	P48736
Q16539	Q9Y6Q9
O60266	Q13554
O00555	O14610
P04406	P41743
Q14185	Q92730
P61964	Q5QNW6
P53350	Q5T280
Q3ZCQ8	Q9Y6X8
P08311	P48595
P13500	P49682
P30304	Q15131
P62899	P83881
574032	P38936
Q9UQE7	Q9Y5V3
O94953	Q9BTT4
P19237	Q15834
Q6UWE0	Q96B02
Q9H1Y0	Q9Y6Q1
Q15906	Q99750
P61812	Q9H2X3
P24863	Q13315
P38405	Q6IEV9
Q9UHV7	Q9Y4A5
A7KAX9	Q96KG7
P04637	P84090
P15927	Q86WJ1
O75367	Q99877
O96028	P10275
O95777	Q9NZM3
Q92769	Q96QV6
P35626	Q8N0Y3
P46776	Q02878
P08138	P21583
P52815	Q9NW97
P30480	Q15008
P48729	P62495
P61086	Q8N2W9
Q96MT3	Q9ULK5
Q09472	Q15796
P23508	P47756
P62820	Q9UI14
P04156	P11047
Q13315	Q96L91
O00257	P41235
O00254	Q8NI35
O14965	Q969H0
O00401	Q14247
O43164	Q96B02
P01569	P14784
P19525	P56537
Q15819	Q9Y3A3
Q14686	Q99062
Q12800	Q9BXW4
P40197	Q92569
P01889	Q9NP97
P62136	Q13976
P05783	P63010
Q13155	Q9NUP1
Q96TA1	Q99459
P31939	Q9Y375
Q15759	Q66LE6
Q5VU43	Q8N2K1
P49959	Q96PY6
O43497	Q05586
Q92540	Q9UPR3
P19634	P63104
O15551	Q8NI35
P49841	Q8TEY5
O75525	Q6ZVK8
P05231	P32927
P62807	Q71UI9
P05121	P07204
P00742	P12259
P10398	Q16539
P14866	Q15287
P43246	P62330
O60925	Q14203
Q9NP81	Q9UET6
Q15428	Q8WYA6
O14625	P51681
Q9BYX4	Q9H1Y0
P61978	Q7L2J0
O60231	Q96DF8
O15264	Q15084
Q12873	Q9Y383
Q12851	Q16584
P10242	Q01094
Q13315	Q96M86
P01562	P16871
Q14197	Q9H7H0
Q9NQ84	Q9NRM2
P26599	Q9UBW7
P61978	Q5VWX1
O75381	Q12931
P50991	Q13573
O14654	P01106
P31751	Q9UBS0
P17081	P46108
P42261	P51817
O43791	Q7Z7J5
P35626	Q8NGS1
P52298	Q13315
Q15014	Q9NV56
P15056	Q15759
P46108	Q9H9L3
P18146	Q86UL8
P26992	Q13007
P10721	Q9H4P4
O00483	Q9NX14
P08572	Q13797
P46783	Q99558
P46776	P46779
P29459	Q08334
O95298	Q86Y39
Q9BTY7	Q9H3H1
Q92993	Q99832
Q13702	Q9H832
Q9NYU2	Q9UGT4
P43250	P49682
P06756	Q92752
Q16566	Q8NFM4
442890	P11831
P67775	Q5VSL9
P17693	Q03519
Q13237	Q86W47
P18084	Q13424
P27708	P63104
P10745	Q16600
P46531	Q9UJU2
Q8N5S9	Q9NZT1
P28749	Q00534
P09874	P51124
P98164	Q01968
P02766	Q7Z5J4
O60675	P53567
P53355	Q14457
P46778	P62917
P22301	Q99650
O00213	P54253
O60508	Q8IX12
P55157	Q9NYQ7
P84095	Q07890
P28300	P98160
Q15759	Q9BQI3
O14862	O75626
Q16659	Q92882
P29692	P30480
P02768	Q9BXH1
P16333	Q96RL7
P04406	P29466
O14641	P15153
Q13315	Q9BVJ6
O95484	P56750
O00499	Q9Y2H0
Q14653	Q8N2W9
O75934	Q92731
Q14469	Q9BTP7
P26006	Q8IZC6
P13498	Q9Y5S8
P29597	Q14627
Q03014	Q92911
P36897	P57729
P24863	Q9BTT4
O95235	P18146
P19525	Q8IY81
O15379	O75367
P31946	Q6WCQ1
P30153	Q05513
P60866	P61247
Q15436	Q99459
P62745	Q13427
Q08117	Q9Y6H5
Q02045	Q86YV6
P06241	P98077
P28482	P39877
P49427	Q9Y297
P37840	Q5VU43
P01106	Q9NR45
Q13315	Q5QJE6
O43809	P18754
P11532	P68032
O00305	P30153
Q15059	Q9GZQ8
Q16539	Q99683
P51665	Q99460
Q8IZH2	Q8TB22
P10415	Q13362
O15479	P62263
406904	Q92945
P05060	Q13085
P61247	P62244
P29597	P42224
Q9UBT2	Q9Y4K3
O75569	Q7L5N1
P20333	Q3ZCQ8
Q96N66	Q9H1C4
P08581	Q8WYR1
Q00526	Q13573
Q01844	Q8N4F4
P20701	P61224
P22695	Q86UT6
P12830	Q9NYG5
P06400	P24385
P12004	P68104
Q13315	Q92925
P15498	P28482
P04745	Q9P2K9
P61981	Q15942
P49321	P68431
P23634	Q15700
P30273	Q9HCN6
P06576	P56381
P41279	Q13748
O15372	O75822
Q13416	Q9H211
P16871	Q9BUF5
P33076	Q02556
Q13131	Q8N122
P48059	Q8N806
O15264	P12036
Q12816	Q13895
A1L0T0	P12956
Q86UP2	Q9HAU0
O60244	Q02556
P20073	P54252
P17301	P21815
P30457	P51571
Q96DB2	Q9P0M6
P35626	Q8NGL6
P52735	P58107
P15172	Q13547
P08123	P26006
P43115	P63096
P18084	Q9Y4G6
P03915	P56556
P12235	P21796
Q6UWZ7	Q99728
P21333	P45985
P26583	P27695
P24522	Q9H254
A6NHL2	Q96RT8
A8K6C2	P42701
P01241	Q96DZ1
P25391	Q13683
O14939	P42336
P62993	Q05397
P35626	Q8NH53
P63000	Q8TEW0
P62263	Q96FJ2
O43837	Q16659
P16333	Q99259
O00459	P29353
P01106	Q96AG4
P01889	P12268
Q02880	Q13315
P15104	Q6WCQ1
P55055	Q15596
P11388	P68400
O14493	Q8NI35
P35626	Q8NGA0
O43561	P06241
O95405	Q5T124
P25942	P52294
P09493	P60709
O43353	P62263
Q13131	Q96RR4
Q96I15	Q99081
O00212	P98171
O00522	Q9P246
Q8IYD8	Q9NPI8
O75116	P62136
P10276	P32302
P08700	P15509
O75962	Q9Y5J5
P14625	P27540
Q9H9A5	Q9NZN8
P17612	Q9Y6W5
P18505	P46459
P16104	P60842
P02766	P02787
P36578	P62945
P51617	Q13148
O15131	Q13303
Q13950	Q6P1K2
Q92765	Q9NPG1
P30504	Q13526
407040	P10242
P37231	Q12778
P09668	P55957
Q15560	Q5QP82
P31943	Q00653
Q9NZT1	Q9Y5V3
O15524	P24394
P00533	P55210
P01243	Q9UM00
P49798	P63096
P51159	Q5RL73
O15534	P63208
P01137	Q13330
P32302	P47992
O95644	Q06413
A0JLT2	Q9UKV3
P51617	P62714
P12980	P47928
P12931	Q13094
Q9BZJ6	Q9H2G2
A4D0S4	P08648
O15511	Q9BPX5
Q13642	Q14469
P40337	Q99814
P63000	Q8IWW6
P01031	P21730
P10147	P32248
Q15653	Q15750
O14763	P04637
P22455	Q9ULV8
P10276	Q99743
O15198	Q9GZM7
406987	Q06945
P63211	Q15759
P15036	P62380
P61247	P62753
P13725	P42702
O15162	Q9UBP5
P07197	Q9UKE5
P00740	P00742
O95816	Q9Y4K3
O60359	Q15172
P38405	Q8NH69
O15260	Q9BUV8
Q02535	Q02548
P62263	Q96BK5
P04150	P63279
